MonthYear,Flights,AverageDelayDep,AverageDelayArr,Cancelled,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateDelay,Carrier
2023 Nov,122501,6.488025911134767,-1.1276482573987645,0.0019918204749348983,0.08879111190929054,5.877503040791504e-4,0.05522403898743684,8.816254561187256e-4,0.09197475938971927,WN
2023 Oct,128588,10.0163264987884,4.020816265992755,0.002231934550657915,0.12084331352847855,0.0016797834945718108,0.08114287491834386,8.943291753507325e-4,0.13950757457927646,WN
2023 Sep,117870,10.199535982655116,4.870260334252867,0.00559938915754645,0.11104606770170526,0.005336387545601086,0.0875625689318741,9.841350640536184e-4,0.13433443624331892,WN
2023 Aug,125664,11.676612851023432,6.7795393723204596,0.016424751718869365,0.1338489941431118,0.0054430863254392664,0.09582696715049656,0.0011061242678889738,0.1629185765215177,WN
2023 Jul,126469,18.916061481516923,14.612720281920135,0.009417327566439206,0.18636978231819656,0.01137037534889973,0.12603088503902143,0.0011228047980137426,0.23586017126726708,WN
2023 Jun,119251,16.832623455523603,12.563209824264426,0.00593705713159638,0.17715574712161744,0.008913971371309256,0.13017081617764212,0.00197901904386546,0.22547400021802752,WN
2023 May,122521,10.641019120826627,4.5365651151451525,0.005084842598411701,0.1243541923425372,0.004791015417765118,0.08726667265203517,6.284636919385248e-4,0.1463667452926437,WN
2023 Apr,115946,14.103898254851272,8.852298252823681,0.01077225605023028,0.14991461542442172,0.005217946285339727,0.10940437790005693,0.0011902092353336898,0.18284373760198713,WN
2023 Mar,117997,12.4353512801508,7.243044245948864,0.009457867572904396,0.13384238582336838,0.0031526225243014654,0.11301134774612914,0.0012118952176750257,0.16712289295490562,WN
2023 Feb,101455,7.531413902464465,-0.23667093571007905,0.021122665221033957,0.0938642748016362,0.002109309546104184,0.06960721502143807,5.519688531861416e-4,0.09794490168054802,WN
2023 Jan,112430,12.058111646133955,4.911659740005979,0.028764564617984524,0.11733523081028195,0.0033887752379258207,0.0842212932491328,6.137152005692431e-4,0.12660321978119718,WN
