ID,Username,ProfileURL,Title,Rating,Review Text,Review Content,Review URL,Date,Format,Verified,Helpful,Thumbnails,Images,Video,Scraped At,Heater,Price,English,Manually Corrected Title,Manually Corrected Review Content
R2YCNOY6MG74YQ,Grunt69,https://www.amazon.com/gp/profile/amzn1.account.AEUMUVVI3URDV3DUCMPKE2VWYU6Q/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Great price for a not so great heater,4,4.0 out of 5 stars,This is a well-made heater with smooth acting safety measures. I  didn't like it because the performance didn't meet my expectations..,https://www.amazon.com/gp/customer-reviews/R2YCNOY6MG74YQ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B005OTXH0C,"March 16, 2025",Color: Gray,Verified Purchase,,,,,2025-06-03T13:37:40.253Z,1,33.56,0,Great price for a not so great heater,This is a well-made heater with smooth acting safety measures. I  didn't like it because the performance didn't meet my expectations..
RJM0Z9TWQ98K9,ROLAND SIMON JR.,https://www.amazon.com/gp/profile/amzn1.account.AG47RHJOIMRJWJ6EE5ZIAYET6PRQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Good value.,4,4.0 out of 5 stars,"Works good, Great heat output, Easy to use, small size.",https://www.amazon.com/gp/customer-reviews/RJM0Z9TWQ98K9/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B005OTXH0C,"March 23, 2025",Color: Black,Verified Purchase,,,,,2025-06-03T13:37:40.253Z,1,33.56,0,Good value.,"Works good, Great heat output, Easy to use, small size."
R1DLETZJKOVDML,MA/AC,https://www.amazon.com/gp/profile/amzn1.account.AH7Q4AFUOCQNVNGEMBQSLQVKZORQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Small and not powerful but built well.,3,3.0 out of 5 stars,Overall for small spaces like a normal size bathroom this is ok and seemingly built well with metal casing and some plastic handles. It does not warm a garage per say or a 10 x 10 green house. I did however bring the plants and kenneled farm animals in closer together and made a temporary wall opposite of heater to help them through the low temps in the garage. It was warm enough to sustain them but. Still not as warm as expected. I decided to continue use of heat lamp with it Durning night temps. We had an emergency situation with our animals habitats being destroyed Durning recent storms. We bought this as it was a temporary emergent situation. Next year I will look for a larger option. I plan to try it in the camper and see if it would warm that area of space. It didn't work as planned in greenhouse or garage without improvisions.,https://www.amazon.com/gp/customer-reviews/R1DLETZJKOVDML/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B005OTXH0C,"March 3, 2025",Color: Gray,Verified Purchase,,,,,2025-06-03T13:37:40.254Z,1,33.56,0,Small and not powerful but built well.,Overall for small spaces like a normal size bathroom this is ok and seemingly built well with metal casing and some plastic handles. It does not warm a garage per say or a 10 x 10 green house. I did however bring the plants and kenneled farm animals in closer together and made a temporary wall opposite of heater to help them through the low temps in the garage. It was warm enough to sustain them but. Still not as warm as expected. I decided to continue use of heat lamp with it Durning night temps. We had an emergency situation with our animals habitats being destroyed Durning recent storms. We bought this as it was a temporary emergent situation. Next year I will look for a larger option. I plan to try it in the camper and see if it would warm that area of space. It didn't work as planned in greenhouse or garage without improvisions.
R3GUL466R4I4N6,WacipiWacipi,https://www.amazon.com/gp/profile/amzn1.account.AHSWDSNJMRF4JHJ5TVF63BUZ6BPA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Actually works,4,4.0 out of 5 stars,Well I didn't expect much of this but I thought I would give it a shot. Good choice. Works great. Even on the lower setting it he did my Lanai 10° in 15 minutes. It's rather cold outside for florida.,https://www.amazon.com/gp/customer-reviews/R3GUL466R4I4N6/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B005OTXH0C,"January 20, 2025",Color: Black,Verified Purchase,One person found this helpful,https://m.media-amazon.com/images/I/814UGnAZCiL._SY88.jpg,https://m.media-amazon.com/images/I/814UGnAZCiL.jpg,,2025-06-03T13:37:40.254Z,1,33.56,0,Actually works,Well I didn't expect much of this but I thought I would give it a shot. Good choice. Works great. Even on the lower setting it he did my Lanai 10° in 15 minutes. It's rather cold outside for florida.
R1EB87F2RGEP4M,THE JACK PARRISH BAND,https://www.amazon.com/gp/profile/amzn1.account.AEBXFLN7PEY46XYWTPZ5ZLW65IOA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,"All well. But it needs a handle, oops found it. I had to install.",4,4.0 out of 5 stars,"Four, stars. Because of no handle on the top like the picture shows . Must be a good reason. The unit performs well, no noises. Etc",https://www.amazon.com/gp/customer-reviews/R1EB87F2RGEP4M/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B005OTXH0C,"January 24, 2025",Color: Gray,Verified Purchase,,,,,2025-06-03T13:37:40.255Z,1,33.56,0,"All well. But it needs a handle, oops found it. I had to install.","Four, stars. Because of no handle on the top like the picture shows . Must be a good reason. The unit performs well, no noises. Etc"
R2FAWMFTGH68XT,Michael McDonald,https://www.amazon.com/gp/profile/amzn1.account.AEQ4YZ2QHF2TNCYPFERBWFZJQCBQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Works Well,4,4.0 out of 5 stars,"Good heater, a little bit flimsier that I would like, but it works and the thermostat setting is good.",https://www.amazon.com/gp/customer-reviews/R2FAWMFTGH68XT/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B005OTXH0C,"February 1, 2025",Color: Gray,Verified Purchase,,,,,2025-06-03T13:37:40.255Z,1,33.56,0,Works Well,"Good heater, a little bit flimsier that I would like, but it works and the thermostat setting is good."
R1UPVUT9LJ8FZW,Helene ,https://www.amazon.com/gp/profile/amzn1.account.AH3WENKTGXTVJPJPDYOZANOGQ7OA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Good Quality,4,4.0 out of 5 stars,Good quality quietness,https://www.amazon.com/gp/customer-reviews/R1UPVUT9LJ8FZW/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B005OTXH0C,"February 17, 2025",Color: Gray,Verified Purchase,,,,,2025-06-03T13:37:40.256Z,1,33.56,0,Good Quality,Good quality quietness
RY2AIWA2GR8RN,An Amazon Customer,https://www.amazon.com/gp/profile/amzn1.account.AGEABQKWAMQITS4Q54X7QUNGRYQA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Great,5,5.0 out of 5 stars,Great,https://www.amazon.com/gp/customer-reviews/RY2AIWA2GR8RN/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B005OTXH0C,"April 21, 2025",Color: Black,Verified Purchase,,,,,2025-06-03T13:37:40.256Z,1,33.56,0,Great,Great
R11AYGZMEE36SQ,Cheryl,https://www.amazon.com/gp/profile/amzn1.account.AFNYECBQ5CQRUG4DSYRAYSHX4LAQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Good option for small area,5,5.0 out of 5 stars,It is thermostat controlled and has the tip feature that I love since I have cats.  The low setting does great for the area of the house I use it in.  It turns on and off by itself when in use so it doesn't overheat.  Bought a second one as a backup and may buy another.  Great product for the price.,https://www.amazon.com/gp/customer-reviews/R11AYGZMEE36SQ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B005OTXH0C,"March 4, 2025",Color: Black,Verified Purchase,One person found this helpful,,,,2025-06-03T13:37:40.257Z,1,33.56,0,Good option for small area,It is thermostat controlled and has the tip feature that I love since I have cats.  The low setting does great for the area of the house I use it in.  It turns on and off by itself when in use so it doesn't overheat.  Bought a second one as a backup and may buy another.  Great product for the price.
R234TLO2Q76EJL,Jim c,https://www.amazon.com/gp/profile/amzn1.account.AHLDRKBTNPZYTNFMBKRXC6QDLPYA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Safety features,5,5.0 out of 5 stars,Good heat for a 8by 10 room,https://www.amazon.com/gp/customer-reviews/R234TLO2Q76EJL/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B005OTXH0C,"April 13, 2025",Color: Black,Verified Purchase,,,,,2025-06-03T13:37:40.257Z,1,33.56,0,Safety features,Good heat for a 8by 10 room
R3UCLMS5J58A5F,David ,https://www.amazon.com/gp/profile/amzn1.account.AEUHJFTDF6X4T36OQ4TTTE3KJ2AQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Work Shop Heater,4,4.0 out of 5 stars,"Glad I will be using this heater in my work shop. Looking at the heater from the front dent on the right side, on the left side some rust about 2 inches long and half inch wide. Unit works glad it is for my work shop and not the house. David",https://www.amazon.com/gp/customer-reviews/R3UCLMS5J58A5F/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B005OTXH0C,"December 14, 2024",Color: Gray,Verified Purchase,,,,,2025-06-03T13:37:46.636Z,1,33.56,0,Work Shop Heater,"Glad I will be using this heater in my work shop. Looking at the heater from the front dent on the right side, on the left side some rust about 2 inches long and half inch wide. Unit works glad it is for my work shop and not the house. David"
R1DP6IOOJKXLT8,Helinut,https://www.amazon.com/gp/profile/amzn1.account.AE3NOF3Q4BD6JS6K7JSBX5RWQOQQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Big or small they are the same!,5,5.0 out of 5 stars,This is a great little heater that really puts the heat out. Remember dont be fooled by ads on heater. a 1500 watt heater will put the same thermal units out as and much larger 1500 watt unit. They are both using the 1500 watts and the same output. so dont waste your $ on sales ads trying to make you pay more money. This heater is a great buy and works great!,https://www.amazon.com/gp/customer-reviews/R1DP6IOOJKXLT8/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B005OTXH0C,"February 20, 2025",Color: Black,Verified Purchase,2 people found this helpful,,,,2025-06-03T13:37:46.636Z,1,33.56,0,Big or small they are the same!,This is a great little heater that really puts the heat out. Remember dont be fooled by ads on heater. a 1500 watt heater will put the same thermal units out as and much larger 1500 watt unit. They are both using the 1500 watts and the same output. so dont waste your $ on sales ads trying to make you pay more money. This heater is a great buy and works great!
R1WU6H06KDTNHB,tommy crossman,https://www.amazon.com/gp/profile/amzn1.account.AGR3JPFS7SM7HP4RWJXE3A2LINWA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,For Well House,5,5.0 out of 5 stars,"I needed a new heater for the well house as the original one just couldn't keep up anymore and ran 24/7. I chose this milkhouse heater because it has a setting that keeps the temp at 40 degrees, which is perfect for a well house. I checked on the temperature a few days later and it was nice and warm inside. Glad I made the purchase.",https://www.amazon.com/gp/customer-reviews/R1WU6H06KDTNHB/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B005OTXH0C,"February 14, 2025",Color: Gray,Verified Purchase,,,,,2025-06-03T13:37:46.637Z,1,33.56,0,For Well House,"I needed a new heater for the well house as the original one just couldn't keep up anymore and ran 24/7. I chose this milkhouse heater because it has a setting that keeps the temp at 40 degrees, which is perfect for a well house. I checked on the temperature a few days later and it was nice and warm inside. Glad I made the purchase."
R2BJ9BGDUTQESF,NavySpy,https://www.amazon.com/gp/profile/amzn1.account.AHLFHJNNUZMQEIKWQHSED5A6CVCQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Very Effective Heater for Small Spaces,5,5.0 out of 5 stars,"This is the third of these small heaters I've bought, and I couldn't be more pleased with them.  We use them in small rooms (less than 100 sq ft) with no direct heat source, and they are very effective at keeping them warmer than they otherwise would be.  Since these rooms are infrequently occupied, we keep the heaters on their lowest setting, and that is more than adequate to maintain a reasonable temperature.  Highly recommended.",https://www.amazon.com/gp/customer-reviews/R2BJ9BGDUTQESF/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B005OTXH0C,"February 1, 2025",Color: Gray,Verified Purchase,,,,,2025-06-03T13:37:46.637Z,1,33.56,0,Very Effective Heater for Small Spaces,"This is the third of these small heaters I've bought, and I couldn't be more pleased with them.  We use them in small rooms (less than 100 sq ft) with no direct heat source, and they are very effective at keeping them warmer than they otherwise would be.  Since these rooms are infrequently occupied, we keep the heaters on their lowest setting, and that is more than adequate to maintain a reasonable temperature.  Highly recommended."
R20RNZWJJQEILU,Auntie McM Designs ,https://www.amazon.com/gp/profile/amzn1.account.AH653PLEVZV7M3TERYGA6XZBOOAA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Safety is awesome.,5,5.0 out of 5 stars,The tip over safety switch is absolutely essential with 2 rambunctious dogs.  And the compact design is perfect for small spaces.  The seller delivered a day earlier than expected.,https://www.amazon.com/gp/customer-reviews/R20RNZWJJQEILU/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B005OTXH0C,"March 15, 2025",Color: Gray,Verified Purchase,,,,,2025-06-03T13:37:46.638Z,1,33.56,0,Safety is awesome.,The tip over safety switch is absolutely essential with 2 rambunctious dogs.  And the compact design is perfect for small spaces.  The seller delivered a day earlier than expected.
R1HRLRQC43QO1X,Blaze,https://www.amazon.com/gp/profile/amzn1.account.AEJBO5XXYEKG4JDI3LME5DFWNFEQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Works as intended,4,4.0 out of 5 stars,"The only reason it loses a star is because the dials are stiff, with a smooth texture for loss of grip, and slightly tapered. Everyone that has tried to use it has the same complaint. The dials are annoying to use.",https://www.amazon.com/gp/customer-reviews/R1HRLRQC43QO1X/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B005OTXH0C,"November 27, 2024",Color: Gray,Verified Purchase,,,,,2025-06-03T13:37:46.638Z,1,33.56,0,Works as intended,"The only reason it loses a star is because the dials are stiff, with a smooth texture for loss of grip, and slightly tapered. Everyone that has tried to use it has the same complaint. The dials are annoying to use."
