country,iso2c,year,GDP_Pcap,Population,Inflation
Canada,CA,2003,28300.4630963791,31644028,2.75856321360112
Canada,CA,2004,32143.6814078562,31940655,1.85725871857261
Canada,CA,2005,36382.5079164537,32243753,2.21355203439764
Canada,CA,2006,40504.0607253203,32571174,2.00202539534156
Canada,CA,2007,44659.8951408034,32889025,2.13838399266843
Canada,CA,2008,46710.5055759013,33247118,2.37027067444294
Canada,CA,2009,40876.3101540295,33628895,0.299466803009284
Canada,CA,2010,47562.0834253057,34004889,1.77687154092629
Canada,CA,2011,52223.696112356,34339328,2.91213508872355
Canada,CA,2012,52669.0899632316,34714222,1.51567823124521
Canada,CA,2013,52635.1749580433,35082954,0.93829189781521
Canada,CA,2014,50955.9983232404,35437435,1.90663590717873
Canada,CA,2015,43596.1355365546,35702908,1.12524136094279
Canada,CA,2016,42315.6037056806,36109487,1.4287595470108
Canada,CA,2017,45129.4292980922,36545236,1.5968841285297
Canada,CA,2018,46548.6384108296,37065084,2.268225672481
Canada,CA,2019,46328.6718408497,37601230,1.94926902411596
Canada,CA,2020,43258.2638715601,38037204,0.716999632307852
Canada,CA,2021,51987.9390529728,38246108,3.39519318527532
Canada,CA,2022,NA,NA,6.80280115341612
Canada,CAN,1987,NA,NA,NA
Canada,CAN,1988,NA,NA,NA
Canada,CAN,1989,NA,NA,NA
Canada,CAN,1990,NA,NA,NA
Canada,CAN,1991,NA,NA,NA
Canada,CAN,1992,NA,NA,NA
Canada,CAN,1993,NA,NA,NA
Canada,CAN,1994,NA,NA,NA
Canada,CAN,1995,NA,NA,NA
Canada,CAN,1996,NA,NA,NA
Canada,CAN,1997,NA,NA,NA
Canada,CAN,1998,NA,NA,NA
Canada,CAN,1999,NA,NA,NA
Canada,CAN,2000,NA,NA,NA
Canada,CAN,2001,NA,NA,NA
Canada,CAN,2002,NA,NA,NA
Canada,CAN,2003,NA,NA,NA
Canada,CAN,2004,NA,NA,NA
Canada,CAN,2005,NA,NA,NA
Canada,CAN,2006,NA,NA,NA
Canada,CAN,2007,NA,NA,NA
Canada,CAN,2008,NA,NA,NA
Canada,CAN,2009,NA,NA,NA
Canada,CAN,2010,NA,NA,NA
Canada,CAN,2011,NA,NA,NA
Canada,CAN,2012,NA,NA,NA
Canada,CAN,2013,NA,NA,NA
Canada,CAN,2014,NA,NA,NA
Canada,CAN,2015,NA,NA,NA
Canada,CAN,2016,NA,NA,NA
Canada,CAN,2017,NA,NA,NA
Canada,CAN,2018,NA,NA,NA
Canada,CAN,2019,NA,NA,NA
Canada,CAN,2020,NA,NA,NA
Chile,CHL,1987,NA,NA,NA
Chile,CHL,1988,NA,NA,NA
Chile,CHL,1989,NA,NA,NA
Chile,CHL,1990,NA,NA,NA
Chile,CHL,1991,NA,NA,NA
Chile,CHL,1992,NA,NA,NA
Chile,CHL,1993,NA,NA,NA
Chile,CHL,1994,NA,NA,NA
Chile,CHL,1995,NA,NA,NA
Chile,CHL,1996,NA,NA,NA
Chile,CHL,1997,NA,NA,NA
Chile,CHL,1998,NA,NA,NA
Chile,CHL,1999,NA,NA,NA
Chile,CHL,2000,NA,NA,NA
Chile,CHL,2001,NA,NA,NA
Chile,CHL,2002,NA,NA,NA
Chile,CHL,2003,NA,NA,NA
Chile,CHL,2004,NA,NA,NA
Chile,CHL,2005,NA,NA,NA
Chile,CHL,2006,NA,NA,NA
Chile,CHL,2007,NA,NA,NA
Chile,CHL,2008,NA,NA,NA
Chile,CHL,2009,NA,NA,NA
Chile,CHL,2010,NA,NA,NA
Chile,CHL,2011,NA,NA,NA
Chile,CHL,2012,NA,NA,NA
Chile,CHL,2013,NA,NA,NA
Chile,CHL,2014,NA,NA,NA
Chile,CHL,2015,NA,NA,NA
Chile,CHL,2016,NA,NA,NA
Chile,CHL,2017,NA,NA,NA
Chile,CHL,2018,NA,NA,NA
Chile,CHL,2019,NA,NA,NA
Chile,CHL,2020,NA,NA,NA
Chile,CL,1960,504.801137829134,8141820,NA
Chile,CL,1961,554.484617281009,8313535,NA
Chile,CL,1962,638.250782132792,8486120,NA
Chile,CL,1963,654.827122347189,8656006,NA
Chile,CL,1964,677.88290577601,8825046,NA
Chile,CL,1965,669.998513608101,8994936,NA
Chile,CL,1966,771.983408842778,9161649,NA
Chile,CL,1967,751.98311676561,9326268,NA
Chile,CL,1968,755.105667840742,9491502,NA
Chile,CL,1969,867.526266870549,9656299,NA
Chile,CL,1970,929.313924085111,9820481,NA
Chile,CL,1971,1090.11445220707,9984378,20.0522312040536
Chile,CL,1972,1168.35125864755,10145765,77.7957404755205
Chile,CL,1973,1633.34490121059,10307842,352.810986573029
Chile,CL,1974,1547.86613053865,10472743,504.738541215978
Chile,CL,1975,716.405389705821,10639531,374.735274232635
Chile,CL,1976,957.15415420975,10804869,211.924302225904
Chile,CL,1977,1272.84141718307,10969861,91.9541325565105
Chile,CL,1978,1435.65231572389,11137748,40.0872246313854
Chile,CL,1979,1928.79145039498,11304331,33.3892190102252
Chile,CL,1980,2531.5732608889102,11469828,35.1383405330485
Chile,CL,1981,2965.37426047676,11637613,19.6868327084319
Chile,CL,1982,2144.9155653516,11807408,9.94102693041837
Chile,CL,1983,1699.6565892938,11976513,27.2571946726204
Chile,CL,1984,1615.32090775033,12147758,19.8602056602626
Chile,CL,1985,1436.17691606775,12326396,30.7034989096151
Chile,CL,1986,1509.53260615105,12514502,19.4768379232582
Chile,CL,1987,1750.63209480314,12712784,19.8808457201905
Chile,CL,1988,2015.74900655722,12918389,14.6843512500821
Chile,CL,1989,2276.37690932387,13128619,17.0279367308961
Chile,CL,1990,2481.76687492952,13342868,26.0364811362365
Chile,CL,1991,2789.77637280739,13561945,21.7844124277757
Chile,CL,1992,3335.02663299765,13782297,15.4258064688927
Chile,CL,1993,3521.67550817062,13998386,12.7277669490964
Chile,CL,1994,4011.66231072682,14210674,11.4431196444973
Chile,CL,1995,5094.54828377286,14416796,8.23263034116112
Chile,CL,1996,5376.10596485802,14615483,7.35911781788773
Chile,CL,1997,5788.85994826956,14809289,6.13386464357923
Chile,CL,1998,5467.54118035129,14996742,5.11024954517563
Chile,CL,1999,4981.15847141422,15176410,3.33687917526016
Chile,CL,2000,5097.11493718915,15351799,3.8432729570657
Chile,CL,2001,4606.87847152539,15523978,3.56910053001465
Chile,CL,2002,4479.15337213406,15693790,2.48939816650703
Chile,CL,2003,4824.20309753765,15859112,2.81017875743615
Chile,CL,2004,6185.50633517632,16017966,1.05473871403516
Chile,CL,2005,7561.8305480446,16175311,3.05257621387848
Chile,CL,2006,9418.0627175215,16334575,3.39201733699404
Chile,CL,2007,10461.3654213132,16495538,4.40779938398046
Chile,CL,2008,10783.1715606341,16661462,8.7162687303961
Chile,CL,2009,10182.860471021,16833447,0.353045178360941
Chile,CL,2010,12767.7812065383,17004162,1.41071107954318
Chile,CL,2011,14628.5724573037,17173573,3.34121694259299
Chile,CL,2012,15406.4929435446,17341771,3.00744840213049
Chile,CL,2013,15833.2752047998,17509925,1.78955553984587
Chile,CL,2014,14666.3435315712,17687108,4.71867527854671
Chile,CL,2015,13569.9478008231,17870124,4.3487735321705
Chile,CL,2016,13785.6883317516,18083879,3.78619355893115
Chile,CL,2017,15045.5276791243,18368577,2.18271846868523
Chile,CL,2018,15795.7084630954,18701450,2.43488981353058
Chile,CL,2019,14631.9468779229,19039485,2.55754475703323
Chile,CL,2020,13094.4595313609,19300315,3.04549084804331
Chile,CL,2021,16265.0959767147,19493184,4.52456838259136
Chile,CL,2022,NA,NA,11.6438667110559
Colombia,CO,1960,256.962847338565,15687688,5.81407628204986
Colombia,CO,1961,280.579137401505,16182414,8.28319045648718
Colombia,CO,1962,296.894148895734,16691282,4.69709395062468
Colombia,CO,1963,280.993494299019,17210956,26.3554355250467
Colombia,CO,1964,336.722068787801,17739754,17.0724352164554
Colombia,CO,1965,315.212329517137,18275814,7.59068366931587
Colombia,CO,1966,288.575890071302,18811407,16.7281682748598
Colombia,CO,1967,301.136382485833,19343961,8.32819136425947
Colombia,CO,1968,299.922605075449,19872503,7.44753878317765
Colombia,CO,1969,316.305007317933,20392264,6.98166307955373
Colombia,CO,1970,344.332599843029,20905254,6.90862275848248
Colombia,CO,1971,365.345951070262,21405413,11.9402616979216
Colombia,CO,1972,395.98762231097,21898055,12.4444589907729
Colombia,CO,1973,460.600711257064,22396318,22.5296486781842
Colombia,CO,1974,540.226188873276,22897871,23.8709573656697
Colombia,CO,1975,559.681441470476,23403731,23.4375025650554
Colombia,CO,1976,641.550720418532,23913002,19.8312249167931
Colombia,CO,1977,796.556192288003,24443926,33.802818357982
Colombia,CO,1978,930.406202098949,25003608,17.7631590853462
Colombia,CO,1979,1092.30456373975,25579323,24.1340757440456
Colombia,CO,1980,1275.99659324238,26176195,26.5526531495356
Colombia,CO,1981,1358.48545216789,26785982,27.4537624347993
Colombia,CO,1982,1421.92168833937,27405194,24.7209882528586
Colombia,CO,1983,1381.12004825276,28042329,19.5973170624765
Colombia,CO,1984,1333.37091115403,28689032,16.1616171361426
Colombia,CO,1985,1189.86912589546,29326260,24.0901743681251
Colombia,CO,1986,1166.30079731611,29960101,18.8424631612405
Colombia,CO,1987,1188.5517771004,30603048,23.3020283640181
Colombia,CO,1988,1254.53154613477,31256727,28.1083969771704
Colombia,CO,1989,1238.60336697052,31923117,25.8675480831987
Colombia,CO,1990,1467.54743608627,32601393,29.1520245976216
Colombia,CO,1991,1477.95857637291,33272628,30.3878204854436
Colombia,CO,1992,1721.29167957045,33939039,27.010626623136
Colombia,CO,1993,1919.61038565151,34614735,22.4424828533276
Colombia,CO,1994,2314.84441713444,35295461,22.8462417553045
Colombia,CO,1995,2571.78258640527,35970101,20.8917930194849
Colombia,CO,1996,2652.28733121773,36632573,20.7975755127402
Colombia,CO,1997,2860.12181480835,37291946,18.4700217119089
Colombia,CO,1998,2594.41982530463,37944414,18.6769799276672
Colombia,CO,1999,2233.66813460464,38585033,10.873687085747
Colombia,CO,2000,2547.14352840369,39215135,9.22534818585368
Colombia,CO,2001,2465.2858516059,39837875,7.96556090304835
Colombia,CO,2002,2421.58705506087,40454050,6.3515072877887
Colombia,CO,2003,2305.08305772858,41057687,7.12978862941867
Colombia,CO,2004,2811.19787141394,41648268,5.90402005546497
Colombia,CO,2005,3448.98036486383,42220940,5.05101962689697
Colombia,CO,2006,3778.52665981682,42772910,4.29342363628925
Colombia,CO,2007,4760.98121037755,43306582,5.54438485815156
Colombia,CO,2008,5527.44995277183,43815313,6.99688495554508
Colombia,CO,2009,5244.353266184,44313917,4.20251661216488
Colombia,CO,2010,6394.19870546282,44816108,2.27200227892008
Colombia,CO,2011,7392.45236079278,45308899,3.41503344776241
Colombia,CO,2012,8101.82909177914,45782417,3.16930188840063
Colombia,CO,2013,8264.1268955859,46237930,2.01699224310378
Colombia,CO,2014,8164.71449537797,46677947,2.89883787761738
Colombia,CO,2015,6228.4262990412,47119728,4.98983115849532
Colombia,CO,2016,5938.46385585875,47625955,7.51346024627683
Colombia,CO,2017,6450.31958548124,48351671,4.31431325695007
Colombia,CO,2018,6782.03792033195,49276961,3.24056932930567
Colombia,CO,2019,6438.06018290435,50187406,3.52301932741443
Colombia,CO,2020,5307.21522798919,50930662,2.52663500084712
Colombia,CO,2021,6104.1367093039,51516562,3.49505757399453
Colombia,CO,2022,NA,NA,10.1772313546165
Colombia,COL,1987,NA,NA,NA
Colombia,COL,1988,NA,NA,NA
Colombia,COL,1989,NA,NA,NA
Colombia,COL,1990,NA,NA,NA
Colombia,COL,1991,NA,NA,NA
Colombia,COL,1992,NA,NA,NA
Colombia,COL,1993,NA,NA,NA
Colombia,COL,1994,NA,NA,NA
Colombia,COL,1995,NA,NA,NA
Colombia,COL,1996,NA,NA,NA
Colombia,COL,1997,NA,NA,NA
Colombia,COL,1998,NA,NA,NA
Colombia,COL,1999,NA,NA,NA
Colombia,COL,2000,NA,NA,NA
Colombia,COL,2001,NA,NA,NA
Colombia,COL,2002,NA,NA,NA
Colombia,COL,2003,NA,NA,NA
Colombia,COL,2004,NA,NA,NA
Colombia,COL,2005,NA,NA,NA
Colombia,COL,2006,NA,NA,NA
Colombia,COL,2007,NA,NA,NA
Colombia,COL,2008,NA,NA,NA
Colombia,COL,2009,NA,NA,NA
Colombia,COL,2010,NA,NA,NA
Colombia,COL,2011,NA,NA,NA
Colombia,COL,2012,NA,NA,NA
Colombia,COL,2013,NA,NA,NA
Colombia,COL,2014,NA,NA,NA
Colombia,COL,2015,NA,NA,NA
Colombia,COL,2016,NA,NA,NA
Colombia,COL,2017,NA,NA,NA
Colombia,COL,2018,NA,NA,NA
Colombia,COL,2019,NA,NA,NA
Colombia,COL,2020,NA,NA,NA
Costa Rica,CR,1960,376.968785602974,1346302,0.790205817960056
Costa Rica,CR,1961,351.201085862769,1396138,2.4307939100916
Costa Rica,CR,1962,331.146214193905,1447037,2.67785968742788
Costa Rica,CR,1963,341.576192932674,1498647,2.93161847051353
Costa Rica,CR,1964,349.901343519053,1550661,3.32403316018129
Costa Rica,CR,1965,369.980559658079,1602736,-0.665000000583377
Costa Rica,CR,1966,391.21128802986,1654619,0.182882837621486
Costa Rica,CR,1967,409.983118355561,1706062,1.20834031134421
Costa Rica,CR,1968,440.600668745405,1756333,4.09389143106837
Costa Rica,CR,1969,472.671832376645,1805968,2.62934083658334
Costa Rica,CR,1970,530.706337559723,1855697,4.65229749303154
Costa Rica,CR,1971,565.290378565387,1905486,3.08304841408707
Costa Rica,CR,1972,633.199660020383,1955547,4.60112569280861
Costa Rica,CR,1973,762.077742786402,2006247,15.2140342204182
Costa Rica,CR,1974,809.696052247853,2058235,30.0736292803636
Costa Rica,CR,1975,928.505085861968,2111850,17.3692020226552
Costa Rica,CR,1976,1113.036425514,2167544,3.48583333291703
Costa Rica,CR,1977,1380.47519706127,2225630,4.19024045261669
Costa Rica,CR,1978,1541.06963481116,2286210,6.00712709994908
Costa Rica,CR,1979,1717.78464656523,2349258,9.18841043700978
Costa Rica,CR,1980,2001.17673762028,2414303,18.135170796071
Costa Rica,CR,1981,1057.41793498771,2481334,37.0563415239513
Costa Rica,CR,1982,1021.89183505273,2550780,90.1213328504165
Costa Rica,CR,1983,1199.89769574223,2622532,32.6237081487832
Costa Rica,CR,1984,1357.64277830717,2696200,11.9474270118864
Costa Rica,CR,1985,1414.1281916432,2771463,15.0574196445756
Costa Rica,CR,1986,1551.69177543042,2847849,11.8350618936099
Costa Rica,CR,1987,1549.94180293555,2924595,16.8424201630394
Costa Rica,CR,1988,1537.46122251913,3001461,20.8325332309202
Costa Rica,CR,1989,1705.43165379819,3079001,16.5098087687391
Costa Rica,CR,1990,1808.49595860746,3158253,19.0397526635649
Costa Rica,CR,1991,2221.47465327402,3239414,28.7092913706618
Costa Rica,CR,1992,2578.02567032961,3321939,21.7911687900609
Costa Rica,CR,1993,2814.04388804426,3405372,9.7786007829378
Costa Rica,CR,1994,3005.53968551656,3489152,13.5344687273427
Costa Rica,CR,1995,3240.71114533234,3572856,23.1864981102567
Costa Rica,CR,1996,3194.11298818557,3656234,17.5114524814591
Costa Rica,CR,1997,3373.41058474058,3739421,13.2480440791191
Costa Rica,CR,1998,3580.93388469275,3821421,11.6592997742233
Costa Rica,CR,1999,3653.75420836815,3901430,10.0452817292494
Costa Rica,CR,2000,3773.03379319679,3979193,10.9615496593622
Costa Rica,CR,2001,3941.59864349203,4053222,11.2556157091172
Costa Rica,CR,2002,4021.42536130228,4122623,9.16752048509115
Costa Rica,CR,2003,4123.5064871039,4188610,9.4475809161698
Costa Rica,CR,2004,4376.08042847261,4252800,12.3148150178852
Costa Rica,CR,2005,4643.45856992587,4315887,13.7982949108987
Costa Rica,CR,2006,5188.36179215965,4378172,11.4705968149052
Costa Rica,CR,2007,6055.08677891562,4440019,9.35724456417162
Costa Rica,CR,2008,6841.91145979684,4501921,13.4244635507283
Costa Rica,CR,2009,6737.86024507553,4563127,7.84270167700652
Costa Rica,CR,2010,8147.24398481032,4622252,5.66275708420023
Costa Rica,CR,2011,9137.45582337247,4679926,4.87799830970698
Costa Rica,CR,2012,9971.65090241867,4736593,4.49545314354611
Costa Rica,CR,2013,10633.2672527524,4791535,5.23133614174423
Costa Rica,CR,2014,10737.6788809612,4844288,4.51920098516958
Costa Rica,CR,2015,11529.9545258398,4895242,0.801982005099592
Costa Rica,CR,2016,11899.8132624909,4945205,-0.0174788505908107
Costa Rica,CR,2017,12118.1334111458,4993842,1.62590692991729
Costa Rica,CR,2018,12383.1499737386,5040734,2.22111461526584
Costa Rica,CR,2019,12669.341068679,5084532,2.09604635327805
Costa Rica,CR,2020,12132.8768848243,5123105,0.724911478131358
Costa Rica,CR,2021,12472.4437294954,5153957,1.72647755109235
Costa Rica,CR,2022,NA,NA,8.27477490232662
Costa Rica,CRI,1987,NA,NA,NA
Costa Rica,CRI,1988,NA,NA,NA
Costa Rica,CRI,1989,NA,NA,NA
Costa Rica,CRI,1990,NA,NA,NA
Costa Rica,CRI,1991,NA,NA,NA
Costa Rica,CRI,1992,NA,NA,NA
Costa Rica,CRI,1993,NA,NA,NA
Costa Rica,CRI,1994,NA,NA,NA
Costa Rica,CRI,1995,NA,NA,NA
Costa Rica,CRI,1996,NA,NA,NA
Costa Rica,CRI,1997,NA,NA,NA
Costa Rica,CRI,1998,NA,NA,NA
Costa Rica,CRI,1999,NA,NA,NA
Costa Rica,CRI,2000,NA,NA,NA
Costa Rica,CRI,2001,NA,NA,NA
Costa Rica,CRI,2002,NA,NA,NA
Costa Rica,CRI,2003,NA,NA,NA
Costa Rica,CRI,2004,NA,NA,NA
Costa Rica,CRI,2005,NA,NA,NA
Costa Rica,CRI,2006,NA,NA,NA
Costa Rica,CRI,2007,NA,NA,NA
Costa Rica,CRI,2008,NA,NA,NA
Costa Rica,CRI,2009,NA,NA,NA
Costa Rica,CRI,2010,NA,NA,NA
Costa Rica,CRI,2011,NA,NA,NA
Costa Rica,CRI,2012,NA,NA,NA
Costa Rica,CRI,2013,NA,NA,NA
Costa Rica,CRI,2014,NA,NA,NA
Costa Rica,CRI,2015,NA,NA,NA
Costa Rica,CRI,2016,NA,NA,NA
Costa Rica,CRI,2017,NA,NA,NA
Costa Rica,CRI,2018,NA,NA,NA
Costa Rica,CRI,2019,NA,NA,NA
Costa Rica,CRI,2020,NA,NA,NA
France,FR,1960,1333.88157286682,46649927,4.1399357551843
France,FR,1961,1430.43462423276,47161641,2.4004610454632
France,FR,1962,1585.73531130188,47679792,5.33128007065638
France,FR,1963,1758.85665897749,48189939,4.99915289796852
France,FR,1964,1928.99940153416,48733997,3.211191702931
France,FR,1965,2060.29971514635,49282756,2.7031045587308
France,FR,1966,2209.0001728109,49817041,2.60200076636453
France,FR,1967,2363.66966905413,50334012,2.79177709435144
France,FR,1968,2553.97584327959,50817020,4.54320486402014
France,FR,1969,2767.61543140447,51272683,6.04596284173893
France,FR,1970,2870.15751000611,51724116,5.29964124562672
France,FR,1971,3180.3374404808,52185222,5.3975186559511
France,FR,1972,3865.92540043539,52637888,6.06300309718189
France,FR,1973,4984.19668411585,53053660,7.38060106398913
France,FR,1974,5345.89603453613,53415250,13.6493174728138
France,FR,1975,6717.43948868856,53715733,11.6859272493228
France,FR,1976,6899.06957775716,53966558,9.62549578155529
France,FR,1977,7566.66255936088,54221988,9.49455467190429
France,FR,1978,9299.74737338897,54486195,9.25055846724437
France,FR,1979,11213.0236211621,54753575,10.6467341716663
France,FR,1980,12738.5200524368,55052582,13.5625788483016
France,FR,1981,11116.86105785,55371044,13.3144055680071
France,FR,1982,10501.6091345216,55694106,11.9784719523805
France,FR,1983,9998.9752190308809,55992656,9.45954847235314
France,FR,1984,9430.06964816743,56275701,7.6738026224732
France,FR,1985,9778.08530538681,56569195,5.83109973854516
France,FR,1986,13566.6607729285,56865193,2.53852591781416
France,FR,1987,16340.7259713299,57168409,3.28889821400136
France,FR,1988,17727.5108342779,57472651,2.70081527508111
France,FR,1989,17747.5815980944,57766282,3.49830220700748
France,FR,1990,21865.5552539348,58044701,3.19428338029481
France,FR,1991,21675.7060879719,58557577,3.21340732409685
France,FR,1992,23814.227367599,58849943,2.36376046269354
