ID,Username,ProfileURL,Title,Rating,Review Content,Review URL,Date,Format,Verified,Helpful,Thumbnails,Images,Video,Scraped At,Fan,Price,English,Manually Corrected Title,Manually Corrected Review Content
RZM5NI975G38S,T9B,https://www.amazon.com/gp/profile/amzn1.account.AGAIA6AQYDI5HOR4KC3SR7JYFHWA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Same amount of noise as box fan,5,Wanted a loud fan. It’s about the same as a box fan. Moves air better.,https://www.amazon.com/gp/customer-reviews/RZM5NI975G38S/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B00002N5ZB,"April 11, 2025",,Verified Purchase,,,,,2025-05-28T15:40:53.881Z,2,39.97,0,Same amount of noise as box fan,Wanted a loud fan. It’s about the same as a box fan. Moves air better.
R1P5XRAFEB3LO6,gil s perez,https://www.amazon.com/gp/profile/amzn1.account.AHUOWRIYIHX6LYW3KW3HB5II77YQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,excellent,5,excellent,https://www.amazon.com/gp/customer-reviews/R1P5XRAFEB3LO6/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B00002N5ZB,"April 23, 2025",,Verified Purchase,,,,,2025-05-28T15:40:53.881Z,2,39.97,0,excellent,excellent
R3V2ER4A6I1VH,C Jason Landau,https://www.amazon.com/gp/profile/amzn1.account.AFXIEKHRXNVYO7JWEEVM6NZXFP3Q/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Check this out !,5,"Slept well with the white noise from it, as well as the cooling air it circulated in my bedroom. Nice.",https://www.amazon.com/gp/customer-reviews/R3V2ER4A6I1VH/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B00002N5ZB,"April 8, 2025",,Verified Purchase,,,,,2025-05-28T15:40:53.882Z,2,39.97,0,Check this out !,"Slept well with the white noise from it, as well as the cooling air it circulated in my bedroom. Nice."
R1V02TUBEVTTBB,trojwl,https://www.amazon.com/gp/profile/amzn1.account.AF7F6XRM3D65QGB7JH7OYN2XVUYA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,I'm a fan of this fan,5,I love this fan.  Relatively quiet and moves a lot of air.  My last Lasko lasted ten years.  Here's hoping...,https://www.amazon.com/gp/customer-reviews/R1V02TUBEVTTBB/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B00002N5ZB,"April 8, 2025",,Verified Purchase,,,,,2025-05-28T15:40:53.882Z,2,39.97,0,I'm a fan of this fan,I love this fan.  Relatively quiet and moves a lot of air.  My last Lasko lasted ten years.  Here's hoping...
R2N2CS814A0B3G,L K,https://www.amazon.com/gp/profile/amzn1.account.AEY47R6EDFMLWRUMTZSKNKGGW4GA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Is not very loud,4,"This fan is not very loud even on high, so is not a good one for white noise while sleeping; However, it does circulate air very well.",https://www.amazon.com/gp/customer-reviews/R2N2CS814A0B3G/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B00002N5ZB,"February 25, 2025",,Verified Purchase,One person found this helpful,,,,2025-05-28T15:40:53.883Z,2,39.97,0,Is not very loud,"This fan is not very loud even on high, so is not a good one for white noise while sleeping; However, it does circulate air very well."
REF7MIDC6A7EA,M.B.,https://www.amazon.com/gp/profile/amzn1.account.AEIW5Y3F4AJLQLSIIRYMXEYHDBEQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,A little bulky,3,"Good fan for large room. Its not to noisy and create a nice airflow. The fan is a little bulky and like all fans, collects dust and animal fur in the back. A downside is that you can not take the fan apart to clean it.",https://www.amazon.com/gp/customer-reviews/REF7MIDC6A7EA/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B00002N5ZB,"May 26, 2025",,Verified Purchase,One person found this helpful,,,,2025-05-28T15:40:53.883Z,2,39.97,0,A little bulky,"Good fan for large room. Its not to noisy and create a nice airflow. The fan is a little bulky and like all fans, collects dust and animal fur in the back. A downside is that you can not take the fan apart to clean it."
R2JNE42X2S4WDB,Es hermosa y es como la fotoEs hermosa y es como la foto,https://www.amazon.com/gp/profile/amzn1.account.AFUHSBFSFK4G5GXXMLMZBNBZGYMA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,It works very well for the summer.,5,"It's excellent, it has an incredible amount of airflow.",https://www.amazon.com/gp/customer-reviews/R2JNE42X2S4WDB/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B00002N5ZB,"April 12, 2025",,Verified Purchase,,https://m.media-amazon.com/images/I/71z16bzNnNL._SY88.jpg,https://m.media-amazon.com/images/I/71z16bzNnNL.jpg,,2025-05-28T15:40:53.884Z,2,39.97,1,It works very well for the summer.,"It's excellent, it has an incredible amount of airflow."
RY6H5XK1KQ7SP,Mailis Mom,https://www.amazon.com/gp/profile/amzn1.account.AFDBAJUAWNSRTFDTH7QG4OWGODNA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Sleep with nightly,5,Use nightly could just have more air force on high,https://www.amazon.com/gp/customer-reviews/RY6H5XK1KQ7SP/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B00002N5ZB,"April 9, 2025",,Verified Purchase,,,,,2025-05-28T15:40:53.884Z,2,39.97,0,Sleep with nightly,Use nightly could just have more air force on high
RW0W14ENFRKMH,Bruce w. Tennyson,https://www.amazon.com/gp/profile/amzn1.account.AH7DN6PYKMUROCATWYRXBWBEGAJQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Big fan. Big wind,4,Lots of air circulation for those hot days on high or that low level white noise for sleeping,https://www.amazon.com/gp/customer-reviews/RW0W14ENFRKMH/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B00002N5ZB,"March 2, 2025",,Verified Purchase,One person found this helpful,,,,2025-05-28T15:40:53.885Z,2,39.97,0,Big fan. Big wind,Lots of air circulation for those hot days on high or that low level white noise for sleeping
R2Y0IQ2Q7ZPWXV,MarisolMarisol,https://www.amazon.com/gp/profile/amzn1.account.AGGXFXIEGQ3MERQMJ5OMIXUTIKNQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Breaks easy I guess,3,"Brand new fan and when I got it, this is how it came! I didn’t notice it until a few days after I got and threw the box out! Powerful, blows incredible air but disappointing that it came broke",https://www.amazon.com/gp/customer-reviews/R2Y0IQ2Q7ZPWXV/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B00002N5ZB,"May 20, 2025",,Verified Purchase,One person found this helpful,"https://m.media-amazon.com/images/I/71Rz1S1Cu8L._SY88.jpg
https://m.media-amazon.com/images/I/71zA-vTCu5L._SY88.jpg","https://m.media-amazon.com/images/I/71Rz1S1Cu8L.jpg
https://m.media-amazon.com/images/I/71zA-vTCu5L.jpg",,2025-05-28T15:40:53.885Z,2,39.97,0,Breaks easy I guess,"Brand new fan and when I got it, this is how it came! I didn’t notice it until a few days after I got and threw the box out! Powerful, blows incredible air but disappointing that it came broke"
R1J8DH2CDTSNB2,debra,https://www.amazon.com/gp/profile/amzn1.account.AHEVLHBVHIHQ42R2SXXMVUKWI2CQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,great fan,5,"I really like this brand of fan.  it seems to hold up better,, and works great.  this is my 2nd one, and will continue to purchase this brand.",https://www.amazon.com/gp/customer-reviews/R1J8DH2CDTSNB2/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B00002N5ZB,"March 27, 2025",,Verified Purchase,One person found this helpful,,,,2025-05-28T15:40:59.275Z,2,39.97,0,great fan,"I really like this brand of fan.  it seems to hold up better,, and works great.  this is my 2nd one, and will continue to purchase this brand."
R2UR2LU52J32JU,†Xiliar®†,https://www.amazon.com/gp/profile/amzn1.account.AE3TFGUZSZI2WQDXS3ORG4DQDMKA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Good Fan,5,I own a couple of these type of fans... I really like them,https://www.amazon.com/gp/customer-reviews/R2UR2LU52J32JU/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B00002N5ZB,"April 4, 2025",,Verified Purchase,,,,,2025-05-28T15:40:59.276Z,2,39.97,0,Good Fan,I own a couple of these type of fans... I really like them
R8QCP1A6E9H25,Amazon Customer,https://www.amazon.com/gp/profile/amzn1.account.AHLEUIOVLZX2AOELPKDAQQIKR6QQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Floor fan,5,Works great as advertised. Happy with it so far.,https://www.amazon.com/gp/customer-reviews/R8QCP1A6E9H25/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B00002N5ZB,"April 6, 2025",,Verified Purchase,,,,,2025-05-28T15:40:59.276Z,2,39.97,0,Floor fan,Works great as advertised. Happy with it so far.
RN2Z74K4P40TC,Christen P.,https://www.amazon.com/gp/profile/amzn1.account.AEIZ6ZKGH5WEJCBFA5Q7HAB43QFQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Excellent Replacement for Old Cyclone Fan,5,"We have a great, dependable Lasko Cyclone fan that has served us well for about 20 years now. I recently bought another one from Home Depot to put in another room of our home, and holy moly was I disappointed in the quality! The plastic is cheaper and flimsier, it doesn't move as much air, and it wobbles right out of the box. I took it back and decided to give their Wind Machine model a try instead, which is even priced nearly the same as the Cyclone. The Wind Machine is a FAR superior fan in almost every way. No wobble, build quality is better, no clicky detent during pivot, and it moves air very well like my old Cyclone. Lasko, what are you doing making two nearly identical fans at the same price, and one is significantly higher quality than the other. Buy the Wind Machine and don't look back.",https://www.amazon.com/gp/customer-reviews/RN2Z74K4P40TC/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B00002N5ZB,"December 22, 2024",,Verified Purchase,,,,,2025-05-28T15:40:59.279Z,2,39.97,0,Excellent Replacement for Old Cyclone Fan,"We have a great, dependable Lasko Cyclone fan that has served us well for about 20 years now. I recently bought another one from Home Depot to put in another room of our home, and holy moly was I disappointed in the quality! The plastic is cheaper and flimsier, it doesn't move as much air, and it wobbles right out of the box. I took it back and decided to give their Wind Machine model a try instead, which is even priced nearly the same as the Cyclone. The Wind Machine is a FAR superior fan in almost every way. No wobble, build quality is better, no clicky detent during pivot, and it moves air very well like my old Cyclone. Lasko, what are you doing making two nearly identical fans at the same price, and one is significantly higher quality than the other. Buy the Wind Machine and don't look back."
R2S3PZY3OLYAWJ,RUMANA AKHTER,https://www.amazon.com/gp/profile/amzn1.account.AGYG6GGJOFWKDSJXCM2Y42ND2M4A/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Wish was not as noisy.,3,I like white noises that any fan generates. But this one is quite loud and my left ear started hurting when I woke up as the fan was on the left side of my bed. I liked the wind. If it was quieter it would be a 4 star buy.,https://www.amazon.com/gp/customer-reviews/R2S3PZY3OLYAWJ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B00002N5ZB,"May 13, 2025",,Verified Purchase,One person found this helpful,,,,2025-05-28T15:40:59.279Z,2,39.97,0,Wish was not as noisy.,I like white noises that any fan generates. But this one is quite loud and my left ear started hurting when I woke up as the fan was on the left side of my bed. I liked the wind. If it was quieter it would be a 4 star buy.
R3IWH33IMMJY46,Ray Watkins,https://www.amazon.com/gp/profile/amzn1.account.AH3GJS3MCYWLOVR5SQVZERADCNJA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Worth the extra money,5,Great fan. Moves a lot air.,https://www.amazon.com/gp/customer-reviews/R3IWH33IMMJY46/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B00002N5ZB,"April 11, 2025",,Verified Purchase,2 people found this helpful,,,,2025-05-28T15:40:59.280Z,2,39.97,0,Worth the extra money,Great fan. Moves a lot air.
R2SF76FTZQSNN7,CHRISTOPHER WACKER,https://www.amazon.com/gp/profile/amzn1.account.AEBYK6GMWX4LDICIYIXPEHSX7QOA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Annoying clicking sound,3,"Works well. However, it has an annoying clicking sound that is most noticeable when on the lowest setting. It sounds like one of the blades is hitting the edge of the frame.",https://www.amazon.com/gp/customer-reviews/R2SF76FTZQSNN7/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B00002N5ZB,"May 12, 2025",,Verified Purchase,,,,,2025-05-28T15:40:59.280Z,2,39.97,0,Annoying clicking sound,"Works well. However, it has an annoying clicking sound that is most noticeable when on the lowest setting. It sounds like one of the blades is hitting the edge of the frame."
R38E42RUAY6O2J,NatalieNatalie,https://www.amazon.com/gp/profile/amzn1.account.AF4CV4WAJQJLB2SOE574ZS4T5IQA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Broken/used received instead of new,3,"Came broken, missing tab for flat side . Fan blades wouldn’t stay on motor, keeps making loud noise hitting case when on.  Got a replacement coming in. Will update when received",https://www.amazon.com/gp/customer-reviews/R38E42RUAY6O2J/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B00002N5ZB,"May 16, 2025",,Verified Purchase,2 people found this helpful,https://m.media-amazon.com/images/I/614Lrh0BZWL._SY88.jpg,https://m.media-amazon.com/images/I/614Lrh0BZWL.jpg,,2025-05-28T15:40:59.281Z,2,39.97,0,Broken/used received instead of new,"Came broken, missing tab for flat side . Fan blades wouldn’t stay on motor, keeps making loud noise hitting case when on.  Got a replacement coming in. Will update when received"
R3FHX926PD8A6Y,Desert,https://www.amazon.com/gp/profile/amzn1.account.AG6LARSFGE6WTJ6FWPWZLH4K2OIA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Good fan!,5,Very good fan. Easy to clean and moves air fast. As quiet as can be. Ordered as a replacement for an original I had purchased 4-5 years ago.  Worth it.,https://www.amazon.com/gp/customer-reviews/R3FHX926PD8A6Y/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B00002N5ZB,"March 20, 2025",,Verified Purchase,4 people found this helpful,,,,2025-05-28T15:40:59.281Z,2,39.97,0,Good fan!,Very good fan. Easy to clean and moves air fast. As quiet as can be. Ordered as a replacement for an original I had purchased 4-5 years ago.  Worth it.
R24BJQFH1CYQK4,SHIRLEE C.,https://www.amazon.com/gp/profile/amzn1.account.AGUOYO4WBEDCIPKOZJFUNEMIYQ7A/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Great Product,5,Exactly what I wanted and arrived Exactly as was told.,https://www.amazon.com/gp/customer-reviews/R24BJQFH1CYQK4/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B00002N5ZB,"March 30, 2025",,Verified Purchase,,,,,2025-05-28T15:40:59.282Z,2,39.97,0,Great Product,Exactly what I wanted and arrived Exactly as was told.
R3NX7WKZ3Q2AZ0,Bailey naas,https://www.amazon.com/gp/profile/amzn1.account.AEQKMGAFACICE7EFIKPQWPBH55QA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Best fan,5,Amazing! I love this specific brand,https://www.amazon.com/gp/customer-reviews/R3NX7WKZ3Q2AZ0/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B00002N5ZB,"April 2, 2025",,Verified Purchase,,,,,2025-05-28T15:41:06.859Z,2,39.97,0,Best fan,Amazing! I love this specific brand
R31B3WV8GHKS28,Maggie,https://www.amazon.com/gp/profile/amzn1.account.AGUXIO662F6B5BEYXCJ33GZA2HQQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Great fan,5,Great fan has 3 settings and I only have had to use the first one so far great for white noise,https://www.amazon.com/gp/customer-reviews/R31B3WV8GHKS28/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B00002N5ZB,"March 24, 2025",,Verified Purchase,,,,,2025-05-28T15:41:06.859Z,2,39.97,0,Great fan,Great fan has 3 settings and I only have had to use the first one so far great for white noise
R34XH9XNE2RNY5,Anonymous ,https://www.amazon.com/gp/profile/amzn1.account.AEW733MOR55OIGLP2EKWEWV6VCTA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,"Damaged, but works",3,"Just received this fan , it works well but seems to have been damaged in shipping….( has a crack/ break)…. Nice and quiet",https://www.amazon.com/gp/customer-reviews/R34XH9XNE2RNY5/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B00002N5ZB,"May 16, 2025",,Verified Purchase,,,,,2025-05-28T15:41:06.860Z,2,39.97,0,"Damaged, but works","Just received this fan , it works well but seems to have been damaged in shipping….( has a crack/ break)…. Nice and quiet"
RQO9EUH7WD9PG,Placeholder,https://www.amazon.com/gp/profile/amzn1.account.AEL5OBT45ECZKPWLSFJH73S43SRA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,A good air mover,5,"It came fully assembled with no packing material so I assume I got a used fan and not a new one. It looked to be in excellent shape. The person who assembled it saved me some work. It moves a lot of air even on the lowest setting. I really like that you can tilt it so as to make the fans face into a cooling table. In the near constant 99° heat electronics don't do very well. Turn the fans face facing straight up and place your phone and/or tablet on it. Use something small near the devices edges so air can circulate better around them.  It'll take two such items for tablets and one for a phone. These really are great fans and I highly recommend them.Not only is it light weight, I'd say it's almost too light. It is as large as I was afraid it would be, but still can sit atop my 1200 watt microwave box (knew I kept that for a reason). All that was required to get it up and running was pull it out of it's box, set it on top of the microwave box, plug it in to a 10 guage extension cable and turn it on. It is quiet on the lowest setting. The noise atthe 2nd setting doubles and on the 3rd is 50% more still. Not at all bad. The air flow is gentle on the 1st setting, but still the fan is moving a good amount of air; enough to keep me cool in 98° heat with no AC. When the temps crawl to 100 and above will update you on how it does (that is if I survive).",https://www.amazon.com/gp/customer-reviews/RQO9EUH7WD9PG/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B00002N5ZB,"June 4, 2024",,Verified Purchase,6 people found this helpful,,,,2025-05-28T15:41:06.860Z,2,39.97,0,A good air mover,"It came fully assembled with no packing material so I assume I got a used fan and not a new one. It looked to be in excellent shape. The person who assembled it saved me some work. It moves a lot of air even on the lowest setting. I really like that you can tilt it so as to make the fans face into a cooling table. In the near constant 99° heat electronics don't do very well. Turn the fans face facing straight up and place your phone and/or tablet on it. Use something small near the devices edges so air can circulate better around them.  It'll take two such items for tablets and one for a phone. These really are great fans and I highly recommend them.Not only is it light weight, I'd say it's almost too light. It is as large as I was afraid it would be, but still can sit atop my 1200 watt microwave box (knew I kept that for a reason). All that was required to get it up and running was pull it out of it's box, set it on top of the microwave box, plug it in to a 10 guage extension cable and turn it on. It is quiet on the lowest setting. The noise atthe 2nd setting doubles and on the 3rd is 50% more still. Not at all bad. The air flow is gentle on the 1st setting, but still the fan is moving a good amount of air; enough to keep me cool in 98° heat with no AC. When the temps crawl to 100 and above will update you on how it does (that is if I survive)."
RFQZLHCD7CCP5,D. Eddlemon,https://www.amazon.com/gp/profile/amzn1.account.AEIPBS42N4TCRJGRZP2EJA23VMKQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Great Fan,5,"We bought one of these several years ago. It worked well, but eventually got too dirty to work. I didn't want to take it all apart and clean it. So I bought another one.",https://www.amazon.com/gp/customer-reviews/RFQZLHCD7CCP5/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B00002N5ZB,"March 12, 2025",,Verified Purchase,One person found this helpful,,,,2025-05-28T15:41:06.861Z,2,39.97,0,Great Fan,"We bought one of these several years ago. It worked well, but eventually got too dirty to work. I didn't want to take it all apart and clean it. So I bought another one."
R31KJP0CNURI4Q,Heath,https://www.amazon.com/gp/profile/amzn1.account.AG6YZXUFFSI4LDCJ7DAWE2BOD7NA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Excellent fan!,5,"It's a powerful fan that circulates air very well. I wanted two, but I bought one to see how I liked it. After using it for a couple of days, I ordered a second fan.",https://www.amazon.com/gp/customer-reviews/R31KJP0CNURI4Q/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B00002N5ZB,"March 13, 2025",,Verified Purchase,3 people found this helpful,,,,2025-05-28T15:41:06.861Z,2,39.97,0,Excellent fan!,"It's a powerful fan that circulates air very well. I wanted two, but I bought one to see how I liked it. After using it for a couple of days, I ordered a second fan."
R96F3R93CMFEU,Helen ,https://www.amazon.com/gp/profile/amzn1.account.AEZJ3N2K473MT3YNIOZTL6QIVUAA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Wind Fan Highly Recommend,5,"Excellent fan, use it to cool a bedroom. Good size not overwhelming output.  I have 3 others same brand Wind Fan for other rooms.",https://www.amazon.com/gp/customer-reviews/R96F3R93CMFEU/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B00002N5ZB,"March 20, 2025",,Verified Purchase,2 people found this helpful,,,,2025-05-28T15:41:06.862Z,2,39.97,0,Wind Fan Highly Recommend,"Excellent fan, use it to cool a bedroom. Good size not overwhelming output.  I have 3 others same brand Wind Fan for other rooms."
R3JC99P4LZ5A3T,A. HansA. Hans,https://www.amazon.com/gp/profile/amzn1.account.AG27URAULRQQTJIRVS2NLP4C25CA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,"“The Tornado Whisperer""",5,"Listen up, fellows! I’ve discovered the eighth wonder of the world, and it’s not the Hanging Gardens of Babylon or the Great Wall of China. No, my friends, it’s the Lasko Wind Machine Air Circulator Floor Fan!Gale-Force Breezes and Dramatic Hair Flips:This fan doesn’t just blow air; it orchestrates a symphony of wind. I turned it on, and suddenly my living room felt like the set of a blockbuster movie. Curtains billowed, papers flew, and my hair did a sassy dance. I half-expected a director to yell, “Cut! That’s a wrap!” Powered by Unicorn Whispers:I’m convinced this fan runs on unicorn whispers. When it spins, I hear faint giggles and the distant sound of rainbows. And let’s not forget the mystical breeze—it’s like a gentle hug from a mythical creature. Fan Parties Are the New Rage:I’ve started hosting Lasko Wind Machine fan parties. Guests arrive, and we all gather around the fan, chanting, “Blow, baby, blow!” We’ve even given it a name: Sir Whirlwind McZephyr. He’s the life of the party, spinning tales of distant lands and lost socks.No Tangles, No Drama:Other fans? Pfft. They tangle up like spaghetti in a blender. But not this one. It’s like it has a PhD in untangling itself. I’ve watched it perform acrobatics—loop-de-loops, figure eights—without breaking a sweat. It’s the Cirque du Soleil of cables. Inhale the Wind, Exhale the Joy:So, if you want a fan that’s more than a fan, get yourself the Lasko Wind Machine Air Circulator Floor Fan. It’s a breeze of joy, a cyclone of happiness, and a whirlwind of delight. Plus, it doubles as a makeshift wind turbine for your dreams.Happy twirling, my fellow wind dancers!",https://www.amazon.com/gp/customer-reviews/R3JC99P4LZ5A3T/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B00002N5ZB,"March 15, 2024",,Verified Purchase,34 people found this helpful,https://m.media-amazon.com/images/I/51DIvAWY+eL._SY88.jpg,https://m.media-amazon.com/images/I/51DIvAWY+eL.jpg,,2025-05-28T15:41:06.862Z,2,39.97,0,"“The Tornado Whisperer""","Listen up, fellows! I’ve discovered the eighth wonder of the world, and it’s not the Hanging Gardens of Babylon or the Great Wall of China. No, my friends, it’s the Lasko Wind Machine Air Circulator Floor Fan!Gale-Force Breezes and Dramatic Hair Flips:This fan doesn’t just blow air; it orchestrates a symphony of wind. I turned it on, and suddenly my living room felt like the set of a blockbuster movie. Curtains billowed, papers flew, and my hair did a sassy dance. I half-expected a director to yell, “Cut! That’s a wrap!” Powered by Unicorn Whispers:I’m convinced this fan runs on unicorn whispers. When it spins, I hear faint giggles and the distant sound of rainbows. And let’s not forget the mystical breeze—it’s like a gentle hug from a mythical creature. Fan Parties Are the New Rage:I’ve started hosting Lasko Wind Machine fan parties. Guests arrive, and we all gather around the fan, chanting, “Blow, baby, blow!” We’ve even given it a name: Sir Whirlwind McZephyr. He’s the life of the party, spinning tales of distant lands and lost socks.No Tangles, No Drama:Other fans? Pfft. They tangle up like spaghetti in a blender. But not this one. It’s like it has a PhD in untangling itself. I’ve watched it perform acrobatics—loop-de-loops, figure eights—without breaking a sweat. It’s the Cirque du Soleil of cables. Inhale the Wind, Exhale the Joy:So, if you want a fan that’s more than a fan, get yourself the Lasko Wind Machine Air Circulator Floor Fan. It’s a breeze of joy, a cyclone of happiness, and a whirlwind of delight. Plus, it doubles as a makeshift wind turbine for your dreams.Happy twirling, my fellow wind dancers!"
R35EV4PDT3EIJP,LM,https://www.amazon.com/gp/profile/amzn1.account.AG3U5ENCM6YZFJP4IGGYUKNDR4TQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Love this fan!,5,Puts out a large volume of air without the noise of most high velocity fans.,https://www.amazon.com/gp/customer-reviews/R35EV4PDT3EIJP/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B00002N5ZB,"March 25, 2025",,Verified Purchase,,,,,2025-05-28T15:41:06.863Z,2,39.97,0,Love this fan!,Puts out a large volume of air without the noise of most high velocity fans.
R24HV70JSRT0WS,Amazon Customer,https://www.amazon.com/gp/profile/amzn1.account.AHCWD32MQAWNQBXQ7Q7APFQRVPNQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,"Last Lasko fan lasted many years, so I decided to try the brand again.",5,"This one seems the same as the other in all the best ways. Sturdy base, moves a lot of air, and is fairly loud, which is good for me because I wanted white noise as much as air circulation. This delivers on both counts. I hope for as many years with this one.",https://www.amazon.com/gp/customer-reviews/R24HV70JSRT0WS/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B00002N5ZB,"March 3, 2025",,Verified Purchase,One person found this helpful,,,,2025-05-28T15:41:06.863Z,2,39.97,0,"Last Lasko fan lasted many years, so I decided to try the brand again.","This one seems the same as the other in all the best ways. Sturdy base, moves a lot of air, and is fairly loud, which is good for me because I wanted white noise as much as air circulation. This delivers on both counts. I hope for as many years with this one."
R3KT913RK5B1ZB,D. KongD. Kong,https://www.amazon.com/gp/profile/amzn1.account.AEUNXUVWGKWMOC3JSVARCWMHZYSA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Nice 20” fan for both cooling and white noise!,5,"As other reviewers had experienced, the first fan arrived with some minor damage.  In this case there was a small piece broken underneath the top handle, plus the handle itself was not properly set, likely related to the minor damage.  There was also some mysterious reddish stains just before one of the blue side tension knobs(?).  I requested a replacement/identical Lasko fan be shipped, while I returned this one.The second and current fan arrived in fine shape, and is working well without any issues.  The pictures I’ve included show the comparisons of the two mentioned areas between the returned fan and the current fan.This fan is replacing our decade old Lasko 20” fan, and so far sounds noticeably quieter, yet with equal wind output.  I would recommend this product.",https://www.amazon.com/gp/customer-reviews/R3KT913RK5B1ZB/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B00002N5ZB,"December 8, 2024",,Verified Purchase,6 people found this helpful,"https://m.media-amazon.com/images/I/61CralbXq2L._SY88.jpg
https://m.media-amazon.com/images/I/61D1Aa3JV-L._SY88.jpg
https://m.media-amazon.com/images/I/71i+FL-UYiL._SY88.jpg
https://m.media-amazon.com/images/I/71vaUdQxk7L._SY88.jpg
https://m.media-amazon.com/images/I/81BplGNKuPL._SY88.jpg","https://m.media-amazon.com/images/I/61CralbXq2L.jpg
https://m.media-amazon.com/images/I/61D1Aa3JV-L.jpg
https://m.media-amazon.com/images/I/71i+FL-UYiL.jpg
https://m.media-amazon.com/images/I/71vaUdQxk7L.jpg
https://m.media-amazon.com/images/I/81BplGNKuPL.jpg",,2025-05-28T15:41:15.300Z,2,39.97,0,Nice 20” fan for both cooling and white noise!,"As other reviewers had experienced, the first fan arrived with some minor damage.  In this case there was a small piece broken underneath the top handle, plus the handle itself was not properly set, likely related to the minor damage.  There was also some mysterious reddish stains just before one of the blue side tension knobs(?).  I requested a replacement/identical Lasko fan be shipped, while I returned this one.The second and current fan arrived in fine shape, and is working well without any issues.  The pictures I’ve included show the comparisons of the two mentioned areas between the returned fan and the current fan.This fan is replacing our decade old Lasko 20” fan, and so far sounds noticeably quieter, yet with equal wind output.  I would recommend this product."
