ID,Username,ProfileURL,Title,Rating,Review Text,Review Content,Review URL,Date,Format,Verified,Helpful,Thumbnails,Images,Video,Scraped At,Heater,Price,English,Title1,Review1,sentiment_score_Rev,sentiment_score_Title
R17UP534S52GUN,RocknRon,https://www.amazon.com/gp/profile/amzn1.account.AETEMWNIILX64MO6WJFN5OVV2WDA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Doesn’t get hot.,1,1.0 out of 5 stars,Barely blows warm heat. Unless you are right on top of it you can’t feel anything. Completely worthless as a heater.,https://www.amazon.com/gp/customer-reviews/R17UP534S52GUN/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B005OTXH0C,11-Apr-25,Color: Gray,Verified Purchase,,,,,2025-06-03T15:24:43.057Z,1,33.56,0,Doesn’t get hot.,Barely blows warm heat. Unless you are right on top of it you can’t feel anything. Completely worthless as a heater.,-0.1953,0
R11UL7BJ12ZH59,Robert Klosterkemper,https://www.amazon.com/gp/profile/amzn1.account.AGZ2MPDKKLOTLKAPBZ5WEM5YRTQA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Great Heat / Thrmostat Works / Long Service Life,5,5.0 out of 5 stars,"This heater is SWEET!  I'm very impressed with this product.  I bought a smaller little under the desk type heater but the thing is not so bueno.  The unit in question, however, is wonderful.  It throws off a loot of heat and (unlike the other heater) the thermostat WORKS!I had a unit pretty much exactly like this that I bought from Home Depot and it lasted three and a half years.  When I saw this heater on Amazon, I was happy.  I know this thing will last!",https://www.amazon.com/gp/customer-reviews/R11UL7BJ12ZH59/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B005OTXH0C,7-Apr-25,Color: Black,Verified Purchase,2 people found this helpful,,,,2025-06-03T15:24:43.057Z,1,33.56,0,Great Heat / Thrmostat Works / Long Service Life,"This heater is SWEET!  I'm very impressed with this product.  I bought a smaller little under the desk type heater but the thing is not so bueno.  The unit in question, however, is wonderful.  It throws off a loot of heat and (unlike the other heater) the thermostat WORKS!I had a unit pretty much exactly like this that I bought from Home Depot and it lasted three and a half years.  When I saw this heater on Amazon, I was happy.  I know this thing will last!",0.978,0.6249
R1J56LDWRRGAHA,Michael bates,https://www.amazon.com/gp/profile/amzn1.account.AFR3CG3I6VUILLT7NFYT2TKOU7HA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Good heater!,5,5.0 out of 5 stars,I use this in my garage and it works well. Set it a few feet away from you and it’s a nice warm breeze you can feel.  Actually turns off and on as needed and that’s a wonderful thing after so many other heaters that disappoint.  Way better than the little infrared units and I’m another one for the bathroom right now.,https://www.amazon.com/gp/customer-reviews/R1J56LDWRRGAHA/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B005OTXH0C,4-Apr-25,Color: Black,Verified Purchase,2 people found this helpful,,,,2025-06-03T15:24:43.058Z,1,33.56,0,Good heater!,I use this in my garage and it works well. Set it a few feet away from you and it’s a nice warm breeze you can feel.  Actually turns off and on as needed and that’s a wonderful thing after so many other heaters that disappoint.  Way better than the little infrared units and I’m another one for the bathroom right now.,0.8658,0.4926
RMZBOASES8Q8B,Mark,https://www.amazon.com/gp/profile/amzn1.account.AF7B5EUY3GJ4YEZKFML5J3IL5LIQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,I am very happy with this item.,5,5.0 out of 5 stars,I am very happy with this item.,https://www.amazon.com/gp/customer-reviews/RMZBOASES8Q8B/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B005OTXH0C,2-Apr-25,Color: Black,Verified Purchase,,,,,2025-06-03T15:24:43.058Z,1,33.56,0,I am very happy with this item.,I am very happy with this item.,0.6115,0.6115
R1VRTUMBKOB8PP,Cynthia M. Thompson,https://www.amazon.com/gp/profile/amzn1.account.AECXTUUIYZB6MMAUZ5FY4NBZNOLA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Good product.,5,5.0 out of 5 stars,"Works great, quiet, quality build.",https://www.amazon.com/gp/customer-reviews/R1VRTUMBKOB8PP/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B005OTXH0C,1-Apr-25,Color: Gray,Verified Purchase,,,,,2025-06-03T15:24:43.059Z,1,33.56,0,Good product.,"Works great, quiet, quality build.",0.6249,0.4404
R3DTZH0KV4FVLM,tony,https://www.amazon.com/gp/profile/amzn1.account.AFE2UPYF736LNSADHXEJDQZC7IEQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Ok,3,3.0 out of 5 stars,It’s ok for a personal heater if you can keep it close to you.,https://www.amazon.com/gp/customer-reviews/R3DTZH0KV4FVLM/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B005OTXH0C,27-Mar-25,Color: Black,Verified Purchase,,,,,2025-06-03T15:24:43.059Z,1,33.56,0,Ok,It’s ok for a personal heater if you can keep it close to you.,0.296,0.296
RQ26KUZMQAFD0,TXJalapeno,https://www.amazon.com/gp/profile/amzn1.account.AGYY6RKRRBMPQ7IH4WTRC4BNNBMA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Breaker Popper,1,1.0 out of 5 stars,"I plugged it in at my office and it flipped the breaker.  Unplugged the portable heater across the hall with same wattage (different circuit) and plugged mine in, popped the breaker.  Took it home and plugged it in....you guessed it, popped the breaker.  So I returned this item.",https://www.amazon.com/gp/customer-reviews/RQ26KUZMQAFD0/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B005OTXH0C,24-Mar-25,Color: Black,Verified Purchase,,,,,2025-06-03T15:24:43.060Z,1,33.56,0,Breaker Popper,"I plugged it in at my office and it flipped the breaker.  Unplugged the portable heater across the hall with same wattage (different circuit) and plugged mine in, popped the breaker.  Took it home and plugged it in....you guessed it, popped the breaker.  So I returned this item.",0,0
RJM0Z9TWQ98K9,ROLAND SIMON JR.,https://www.amazon.com/gp/profile/amzn1.account.AG47RHJOIMRJWJ6EE5ZIAYET6PRQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Good value.,4,4.0 out of 5 stars,"Works good, Great heat output, Easy to use, small size.",https://www.amazon.com/gp/customer-reviews/RJM0Z9TWQ98K9/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B005OTXH0C,23-Mar-25,Color: Black,Verified Purchase,,,,,2025-06-03T15:24:43.060Z,1,33.56,0,Good value.,"Works good, Great heat output, Easy to use, small size.",0.872,0.6486
R1LNU5IJLWR106,Amazon Customer,https://www.amazon.com/gp/profile/amzn1.account.AE3XL2S7GLK4JFAQ7QDOEAWKAYCQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Provides the correct amount of heat!,5,5.0 out of 5 stars,This great item is used in my RV with great results!,https://www.amazon.com/gp/customer-reviews/R1LNU5IJLWR106/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B005OTXH0C,22-Mar-25,Color: Black,Verified Purchase,,,,,2025-06-03T15:24:43.061Z,1,33.56,0,Provides the correct amount of heat!,This great item is used in my RV with great results!,0.8588,0
R3GE024X03X04,Dean Huckins,https://www.amazon.com/gp/profile/amzn1.account.AGSWDS5ECUYJSCU4ROFF6IOBBFSA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Cannot use,1,1.0 out of 5 stars,Unit rattles too loud,https://www.amazon.com/gp/customer-reviews/R3GE024X03X04/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B005OTXH0C,21-Mar-25,Color: Gray,Verified Purchase,One person found this helpful,,,,2025-06-03T15:24:43.061Z,1,33.56,0,Cannot use,Unit rattles too loud,0,0
R2YCNOY6MG74YQ,Grunt69,https://www.amazon.com/gp/profile/amzn1.account.AEUMUVVI3URDV3DUCMPKE2VWYU6Q/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Great price for a not so great heater,4,4.0 out of 5 stars,This is a well-made heater with smooth acting safety measures. I  didn't like it because the performance didn't meet my expectations..,https://www.amazon.com/gp/customer-reviews/R2YCNOY6MG74YQ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B005OTXH0C,16-Mar-25,Color: Gray,Verified Purchase,,,,,2025-06-03T15:24:49.021Z,1,33.56,0,Great price for a not so great heater,This is a well-made heater with smooth acting safety measures. I  didn't like it because the performance didn't meet my expectations..,0.1754,-0.0099
R20RNZWJJQEILU,Auntie McM Designs ,https://www.amazon.com/gp/profile/amzn1.account.AH653PLEVZV7M3TERYGA6XZBOOAA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Safety is awesome.,5,5.0 out of 5 stars,The tip over safety switch is absolutely essential with 2 rambunctious dogs.  And the compact design is perfect for small spaces.  The seller delivered a day earlier than expected.,https://www.amazon.com/gp/customer-reviews/R20RNZWJJQEILU/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B005OTXH0C,15-Mar-25,Color: Gray,Verified Purchase,,,,,2025-06-03T15:24:49.021Z,1,33.56,0,Safety is awesome.,The tip over safety switch is absolutely essential with 2 rambunctious dogs.  And the compact design is perfect for small spaces.  The seller delivered a day earlier than expected.,0.7579,0.7845
RQ115PEKDWEZX,Orris Gomez,https://www.amazon.com/gp/profile/amzn1.account.AF5PU5FH2X5QBIY722PZ5BNJMSWA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Received,5,5.0 out of 5 stars,Very nice,https://www.amazon.com/gp/customer-reviews/RQ115PEKDWEZX/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B005OTXH0C,14-Mar-25,Color: Black,Verified Purchase,,,,,2025-06-03T15:24:49.022Z,1,33.56,0,Received,Very nice,0.4754,0
R9MQYV0LDPE8O,Rubi,https://www.amazon.com/gp/profile/amzn1.account.AEVDABU3WHLD3KEBQTAVVQ5SWTXA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Came not working,1,1.0 out of 5 stars,"NOT WORKING, CAME DAMAGE.",https://www.amazon.com/gp/customer-reviews/R9MQYV0LDPE8O/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B005OTXH0C,11-Mar-25,Color: Black,Verified Purchase,,,,,2025-06-03T15:24:49.023Z,1,33.56,0,Came not working,"NOT WORKING, CAME DAMAGE.",0.3875,0
R39359NLWP0TB6,Dr. James D. Harris,https://www.amazon.com/gp/profile/amzn1.account.AGI32SZLREZG2EB35XDRLPUD5Z7Q/ref=cm_cr_getr_d_gw_btm?ie=UTF8,No fan.,3,3.0 out of 5 stars,Very disappointed in the performance of this fan.  Tossed it.,https://www.amazon.com/gp/customer-reviews/R39359NLWP0TB6/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B005OTXH0C,11-Mar-25,Color: Black,Verified Purchase,,,,,2025-06-03T15:24:49.023Z,1,33.56,0,No fan.,Very disappointed in the performance of this fan.  Tossed it.,-0.1945,-0.2411
R11AYGZMEE36SQ,Cheryl,https://www.amazon.com/gp/profile/amzn1.account.AFNYECBQ5CQRUG4DSYRAYSHX4LAQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Good option for small area,5,5.0 out of 5 stars,It is thermostat controlled and has the tip feature that I love since I have cats.  The low setting does great for the area of the house I use it in.  It turns on and off by itself when in use so it doesn't overheat.  Bought a second one as a backup and may buy another.  Great product for the price.,https://www.amazon.com/gp/customer-reviews/R11AYGZMEE36SQ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B005OTXH0C,4-Mar-25,Color: Black,Verified Purchase,One person found this helpful,,,,2025-06-03T15:24:49.024Z,1,33.56,0,Good option for small area,It is thermostat controlled and has the tip feature that I love since I have cats.  The low setting does great for the area of the house I use it in.  It turns on and off by itself when in use so it doesn't overheat.  Bought a second one as a backup and may buy another.  Great product for the price.,0.9062,0.4404
R1DLETZJKOVDML,MA/AC,https://www.amazon.com/gp/profile/amzn1.account.AH7Q4AFUOCQNVNGEMBQSLQVKZORQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Small and not powerful but built well.,3,3.0 out of 5 stars,Overall for small spaces like a normal size bathroom this is ok and seemingly built well with metal casing and some plastic handles. It does not warm a garage per say or a 10 x 10 green house. I did however bring the plants and kenneled farm animals in closer together and made a temporary wall opposite of heater to help them through the low temps in the garage. It was warm enough to sustain them but. Still not as warm as expected. I decided to continue use of heat lamp with it Durning night temps. We had an emergency situation with our animals habitats being destroyed Durning recent storms. We bought this as it was a temporary emergent situation. Next year I will look for a larger option. I plan to try it in the camper and see if it would warm that area of space. It didn't work as planned in greenhouse or garage without improvisions.,https://www.amazon.com/gp/customer-reviews/R1DLETZJKOVDML/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B005OTXH0C,3-Mar-25,Color: Gray,Verified Purchase,,,,,2025-06-03T15:24:49.024Z,1,33.56,0,Small and not powerful but built well.,Overall for small spaces like a normal size bathroom this is ok and seemingly built well with metal casing and some plastic handles. It does not warm a garage per say or a 10 x 10 green house. I did however bring the plants and kenneled farm animals in closer together and made a temporary wall opposite of heater to help them through the low temps in the garage. It was warm enough to sustain them but. Still not as warm as expected. I decided to continue use of heat lamp with it Durning night temps. We had an emergency situation with our animals habitats being destroyed Durning recent storms. We bought this as it was a temporary emergent situation. Next year I will look for a larger option. I plan to try it in the camper and see if it would warm that area of space. It didn't work as planned in greenhouse or garage without improvisions.,-0.6164,0.2462
R31ZDD8J9P5LXH,Blue Keltic Highlander,https://www.amazon.com/gp/profile/amzn1.account.AFD2B6GLAIXFPLZQZS4QMHJ6PRLA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Not much to this,1,1.0 out of 5 stars,"The dials are sticky, not that great of a heater. It dosas work though.",https://www.amazon.com/gp/customer-reviews/R31ZDD8J9P5LXH/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B005OTXH0C,2-Mar-25,Color: Black,Verified Purchase,,,,,2025-06-03T15:24:49.025Z,1,33.56,0,Not much to this,"The dials are sticky, not that great of a heater. It dosas work though.",-0.5096,0
R3AD9TQDPDL7NL,Kindle Customer,https://www.amazon.com/gp/profile/amzn1.account.AFP4E7WJCKVJJXD27QCKZYPEK5AQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Best space heater,5,5.0 out of 5 stars,This comfort zone space heater works great. I like the fan feature that helps warm small area quickly.,https://www.amazon.com/gp/customer-reviews/R3AD9TQDPDL7NL/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B005OTXH0C,26-Feb-25,Color: Black,Verified Purchase,,,,,2025-06-03T15:24:49.026Z,1,33.56,0,Best space heater,This comfort zone space heater works great. I like the fan feature that helps warm small area quickly.,0.9313,0.6369
R3M7MCR1NTUA9O,Amazon Customer,https://www.amazon.com/gp/profile/amzn1.account.AEWIOSOD6FGSDPCW772KUPTUIS5A/ref=cm_cr_getr_d_gw_btm?ie=UTF8,"High quality, durable and made of metal.",5,5.0 out of 5 stars,Really well made heater that really puts out the heat. Solid construction. My grandfather used to use one of these in the milk house on his dairy farm in Wisconsin.,https://www.amazon.com/gp/customer-reviews/R3M7MCR1NTUA9O/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B005OTXH0C,21-Feb-25,Color: Black,Verified Purchase,,,,,2025-06-03T15:24:49.026Z,1,33.56,0,"High quality, durable and made of metal.",Really well made heater that really puts out the heat. Solid construction. My grandfather used to use one of these in the milk house on his dairy farm in Wisconsin.,0.4576,0
R2H9PS1RBWSDQY,Paul A. Mopps,https://www.amazon.com/gp/profile/amzn1.account.AFB4JXLCT4HWZRH3NXM2GNKDCPCA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,"Great little heater, I use mine in my plumbing sheds.",5,5.0 out of 5 stars,"Place on low setting and heater kicks on at about 40 F, keeps my pump house/plumbing sheds from freezing.",https://www.amazon.com/gp/customer-reviews/R2H9PS1RBWSDQY/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B005OTXH0C,21-Feb-25,Color: Gray,Verified Purchase,,,,,2025-06-03T15:24:57.292Z,1,33.56,0,"Great little heater, I use mine in my plumbing sheds.","Place on low setting and heater kicks on at about 40 F, keeps my pump house/plumbing sheds from freezing.",-0.3612,0.6249
R3KDLNXATYRQW0,Fuzzy wood,https://www.amazon.com/gp/profile/amzn1.account.AE637JQTJDZJ7JYBD6JSMPXQTAKQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Built well,5,5.0 out of 5 stars,"Built well, all metal,  work perfectly so far, use on back porch to keep warm, 4 season porch but no heat in it.",https://www.amazon.com/gp/customer-reviews/R3KDLNXATYRQW0/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B005OTXH0C,20-Feb-25,Color: Gray,Verified Purchase,One person found this helpful,,,,2025-06-03T15:24:57.292Z,1,33.56,0,Built well,"Built well, all metal,  work perfectly so far, use on back porch to keep warm, 4 season porch but no heat in it.",0.2023,0.2732
ROT1H065ILFK2,Amazon Customer,https://www.amazon.com/gp/profile/amzn1.account.AE332QJKWA4WCRWOX3HDUADW2UWQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Loud and smokes,1,1.0 out of 5 stars,This heater is very loud. The socket was somewhat melted where it was plugged. I do not recommend.,https://www.amazon.com/gp/customer-reviews/ROT1H065ILFK2/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B005OTXH0C,20-Feb-25,Color: Gray,Verified Purchase,One person found this helpful,,,,2025-06-03T15:24:57.293Z,1,33.56,0,Loud and smokes,This heater is very loud. The socket was somewhat melted where it was plugged. I do not recommend.,-0.2755,0
R1DP6IOOJKXLT8,Helinut,https://www.amazon.com/gp/profile/amzn1.account.AE3NOF3Q4BD6JS6K7JSBX5RWQOQQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Big or small they are the same!,5,5.0 out of 5 stars,This is a great little heater that really puts the heat out. Remember dont be fooled by ads on heater. a 1500 watt heater will put the same thermal units out as and much larger 1500 watt unit. They are both using the 1500 watts and the same output. so dont waste your $ on sales ads trying to make you pay more money. This heater is a great buy and works great!,https://www.amazon.com/gp/customer-reviews/R1DP6IOOJKXLT8/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B005OTXH0C,20-Feb-25,Color: Black,Verified Purchase,2 people found this helpful,,,,2025-06-03T15:24:57.294Z,1,33.56,0,Big or small they are the same!,This is a great little heater that really puts the heat out. Remember dont be fooled by ads on heater. a 1500 watt heater will put the same thermal units out as and much larger 1500 watt unit. They are both using the 1500 watts and the same output. so dont waste your $ on sales ads trying to make you pay more money. This heater is a great buy and works great!,0.9516,0
R1UPVUT9LJ8FZW,Helene ,https://www.amazon.com/gp/profile/amzn1.account.AH3WENKTGXTVJPJPDYOZANOGQ7OA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Good Quality,4,4.0 out of 5 stars,Good quality quietness,https://www.amazon.com/gp/customer-reviews/R1UPVUT9LJ8FZW/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B005OTXH0C,17-Feb-25,Color: Gray,Verified Purchase,,,,,2025-06-03T15:24:57.294Z,1,33.56,0,Good Quality,Good quality quietness,0.4404,0.4404
