ID,Username,ProfileURL,Title,Rating,Review Text,Review Content,Review URL,Date,Format,Verified,Helpful,Thumbnails,Images,Video,Scraped At,Fan,Price,English,Title1,Review1,sentiment_score_Rev,sentiment_score_Title
R2HGQKY5DBWYTX,David Runnells ,https://www.amazon.com/gp/profile/amzn1.account.AETTCDIFYCEN2F7SKCQGJVWW3X3A/ref=cm_cr_getr_d_gw_btm?ie=UTF8,The best band of fan's,5,5.0 out of 5 stars,It's great and I'm happy 2 finally have it,https://www.amazon.com/gp/customer-reviews/R2HGQKY5DBWYTX/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000MFAOPY,4-Jan-25,,Verified Purchase,,,,,2025-05-29T13:50:36.608Z,1,35,0,The best band of fan's,It's great and I'm happy 2 finally have it,0.8316,0.6369
R2IZYQQ3HFAWEA,YCJ,https://www.amazon.com/gp/profile/amzn1.account.AGI6536YYQS7KOCI2IFNNOZ72VEQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,"Very small, bright lights",2,2.0 out of 5 stars,"Very small, thought it was bigger. Desktop size small. 2 mediocre speeds, lights are very bright blue. Can't use dimming tape or you can't press the buttons.",https://www.amazon.com/gp/customer-reviews/R2IZYQQ3HFAWEA/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000MFAOPY,8-Nov-24,,Verified Purchase,One person found this helpful,,,,2025-05-29T13:50:36.609Z,1,35,0,"Very small, bright lights","Very small, thought it was bigger. Desktop size small. 2 mediocre speeds, lights are very bright blue. Can't use dimming tape or you can't press the buttons.",0.4927,0.4902
R3HY3TZWYWEZHX,Markee,https://www.amazon.com/gp/profile/amzn1.account.AHRN444ZPLPAVBX4GHITILZTNGLA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,GREAT PRODUCT,5,5.0 out of 5 stars,"Bought 2 of these in 2011.  One for the office and one next to my easy chair, both get used everyday.  The one in the office finally quit (bearing failure) but the other one is still going!  I ordered 2 more because I am anticipating the other 13 yr old to give out sometime.",https://www.amazon.com/gp/customer-reviews/R3HY3TZWYWEZHX/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000MFAOPY,6-Nov-24,,Verified Purchase,,,,,2025-05-29T13:50:36.610Z,1,35,0,GREAT PRODUCT,"Bought 2 of these in 2011.  One for the office and one next to my easy chair, both get used everyday.  The one in the office finally quit (bearing failure) but the other one is still going!  I ordered 2 more because I am anticipating the other 13 yr old to give out sometime.",-0.126,0.6249
R3RLWMXCUZE5O4,REBECCA SHULER,https://www.amazon.com/gp/profile/amzn1.account.AGX3GI26JPW2VIGGW7Z2LTIIOE5A/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Cool,5,5.0 out of 5 stars,Love my personal fan. I keep it by my bed. It keeps my cool. My husband is cold natured so it doesn't bother him since it only blows on me.,https://www.amazon.com/gp/customer-reviews/R3RLWMXCUZE5O4/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000MFAOPY,2-Nov-24,,Verified Purchase,,,,,2025-05-29T13:50:36.610Z,1,35,0,Cool,Love my personal fan. I keep it by my bed. It keeps my cool. My husband is cold natured so it doesn't bother him since it only blows on me.,0.8779,0.3182
R2566RIB4A8C32,LC,https://www.amazon.com/gp/profile/amzn1.account.AEOOF7OL67BTDUI6TP3ZCN6M5Y6A/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Noisy,4,4.0 out of 5 stars,Perfect size but wish it was quieter. It’s as loud as a large oscillating fan unfortunately,https://www.amazon.com/gp/customer-reviews/R2566RIB4A8C32/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000MFAOPY,6-Oct-24,,Verified Purchase,,,,,2025-05-29T13:50:36.611Z,1,35,0,Noisy,Perfect size but wish it was quieter. It’s as loud as a large oscillating fan unfortunately,0.6956,-0.1779
R2BNMFQ1F81182,sdrawdek,https://www.amazon.com/gp/profile/amzn1.account.AHMBZJWESAMVPLPT2TQJQ6DAKRQQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,It’s “quiet”…compared to a full sized box fan on high,1,1.0 out of 5 stars,"I had high hopes for this fan. My sister had purchased an older version of this fan and it was much quieter than this one. I have a 15” Vornado running in the next room over that is less than half the volume of this desktop fan. As a matter of fact, the Vornado runs so silently you have to actually be standing next to it to hear it (when running on low setting). The high setting on this desktop fan is quieter than the low setting, if you can believe it. I would imagine it would be much quieter if good bearings were used (rattles in both high and low modes) and if they ducted the fan properly (high-pitched sound the fan makes along with the rattling). Also, the buttons almost require two hands to press. They’re so cheap they require pressing harder than expected and with the fan weighing so little, pressing the switches moves the fan. Have to either grip the entire fan front to back or use one hand to steady the fan while pressing the buttons with the other. The buttons feel like they have reached the end of their life (you know, like you’ve pressed it so many times the “throw” of the switch or distance it pushes in is nearly nonexistent. It would have been better if they had used touch-sensitive switches since the fan is so lightweight.Manufacturer, spend a little more money on quality parts to build your product and raise the price a little to compensate but give us a product we don’t mind telling others about.So sad.",https://www.amazon.com/gp/customer-reviews/R2BNMFQ1F81182/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000MFAOPY,30-Sep-24,,Verified Purchase,3 people found this helpful,,,,2025-05-29T13:50:36.612Z,1,35,0,It’s “quiet”…compared to a full sized box fan on high,"I had high hopes for this fan. My sister had purchased an older version of this fan and it was much quieter than this one. I have a 15” Vornado running in the next room over that is less than half the volume of this desktop fan. As a matter of fact, the Vornado runs so silently you have to actually be standing next to it to hear it (when running on low setting). The high setting on this desktop fan is quieter than the low setting, if you can believe it. I would imagine it would be much quieter if good bearings were used (rattles in both high and low modes) and if they ducted the fan properly (high-pitched sound the fan makes along with the rattling). Also, the buttons almost require two hands to press. They’re so cheap they require pressing harder than expected and with the fan weighing so little, pressing the switches moves the fan. Have to either grip the entire fan front to back or use one hand to steady the fan while pressing the buttons with the other. The buttons feel like they have reached the end of their life (you know, like you’ve pressed it so many times the “throw” of the switch or distance it pushes in is nearly nonexistent. It would have been better if they had used touch-sensitive switches since the fan is so lightweight.Manufacturer, spend a little more money on quality parts to build your product and raise the price a little to compensate but give us a product we don’t mind telling others about.So sad.",0.9035,0.3182
R1JVXASOMUYGSS,Dat guy,https://www.amazon.com/gp/profile/amzn1.account.AHRCARWKRY33KTP7YLBS7EC5AISQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Always buy Lasko,5,5.0 out of 5 stars,"I have another Lasko fan that has been running non stop in my room for 7 years, all day, every day. These aren't cheap throw away fans, you will likely pass these down for 17 generations with your grandmother's fine china and your fathers watch. I don't do other brands, it's Lasko for me",https://www.amazon.com/gp/customer-reviews/R1JVXASOMUYGSS/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000MFAOPY,9-Sep-24,,Verified Purchase,,,,,2025-05-29T13:50:36.613Z,1,35,0,Always buy Lasko,"I have another Lasko fan that has been running non stop in my room for 7 years, all day, every day. These aren't cheap throw away fans, you will likely pass these down for 17 generations with your grandmother's fine china and your fathers watch. I don't do other brands, it's Lasko for me",0.2263,0
RMIVKVRRJSOJG,Kristin,https://www.amazon.com/gp/profile/amzn1.account.AFMKXOGDH7QCV7FGO7FDSYG52VXA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,"Worked great 1st few times, now it's super loud",2,2.0 out of 5 stars,"I bought this for my office and have used it maybe a half dozen times. I turned it on today and it was so loud! I haven't dropped it or banged anything into it. It sits on top of a cabinet I rarely use. I turned it off and back on, I tried to wiggle it to see if something came loose inside. There is no reasonable explanation as to why it randomly started rattling like something came loose. It happens on oscillate, still, high, and low speed.",https://www.amazon.com/gp/customer-reviews/RMIVKVRRJSOJG/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000MFAOPY,4-Sep-24,,Verified Purchase,One person found this helpful,,,,2025-05-29T13:50:36.614Z,1,35,0,"Worked great 1st few times, now it's super loud","I bought this for my office and have used it maybe a half dozen times. I turned it on today and it was so loud! I haven't dropped it or banged anything into it. It sits on top of a cabinet I rarely use. I turned it off and back on, I tried to wiggle it to see if something came loose inside. There is no reasonable explanation as to why it randomly started rattling like something came loose. It happens on oscillate, still, high, and low speed.",-0.5983,0.8402
R32R78QHGJTIJ5,Jonettac,https://www.amazon.com/gp/profile/amzn1.account.AEGY5EWTBSFYDTCJURFAJ4RUL2NA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Continued great,5,5.0 out of 5 stars,Ordered this fan a few years ago for my classroom desk. This time I ordered it for the rv bedroom. Still great-quiet and dependable.,https://www.amazon.com/gp/customer-reviews/R32R78QHGJTIJ5/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000MFAOPY,31-Aug-24,,Verified Purchase,,,,,2025-05-29T13:50:36.615Z,1,35,0,Continued great,Ordered this fan a few years ago for my classroom desk. This time I ordered it for the rv bedroom. Still great-quiet and dependable.,0.3182,0.6249
R1QTQL44DTRQ6E,J,https://www.amazon.com/gp/profile/amzn1.account.AH4N42GELCR5KBOLPI4QNB3KXGRQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,"Not for bedroom, too loud and cannot turn off light",3,3.0 out of 5 stars,"We used to have one of these in the bathroom and we liked it there, compact, blows okay, buzzy fan is great to mask other noises. Few years later we thought we’d order another one since we needed a little airflow in the bedroom while sleeping, not good for that. Forgot how loud this thing is. Also, the bright blue led light for the power and rotate button never turns off. Too bright for bedroom.",https://www.amazon.com/gp/customer-reviews/R1QTQL44DTRQ6E/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000MFAOPY,27-Aug-24,,Verified Purchase,2 people found this helpful,,,,2025-05-29T13:50:36.616Z,1,35,0,"Not for bedroom, too loud and cannot turn off light","We used to have one of these in the bathroom and we liked it there, compact, blows okay, buzzy fan is great to mask other noises. Few years later we thought we’d order another one since we needed a little airflow in the bedroom while sleeping, not good for that. Forgot how loud this thing is. Also, the bright blue led light for the power and rotate button never turns off. Too bright for bedroom.",0.9259,0
R1VSSA5SFC99Q,uBab,https://www.amazon.com/gp/profile/amzn1.account.AF3WGI6FJOQWCD42JUWT6NBSSQAQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Major flaw,2,2.0 out of 5 stars,Doesn't work as a fan unless the temperature setting is higher than the room temperature.,https://www.amazon.com/gp/customer-reviews/R1VSSA5SFC99Q/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000MFAOPY,26-Aug-24,,Verified Purchase,,,,,2025-05-29T13:50:44.140Z,1,35,0,Major flaw,Doesn't work as a fan unless the temperature setting is higher than the room temperature.,0.3182,0
R3CMHWV9S5DQ2E,Jason C.,https://www.amazon.com/gp/profile/amzn1.account.AGV3YSNFKBQT4ISINGTZ7LY5HLFA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Favorite fan,5,5.0 out of 5 stars,"Bought this to replace my bedside table fan, and it's actually quieter. It oscillates and has two settings. Will be buying two more for our camper",https://www.amazon.com/gp/customer-reviews/R3CMHWV9S5DQ2E/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000MFAOPY,21-Aug-24,,Verified Purchase,,,,,2025-05-29T13:50:44.141Z,1,35,0,Favorite fan,"Bought this to replace my bedside table fan, and it's actually quieter. It oscillates and has two settings. Will be buying two more for our camper",0.3182,0.6486
R1U1SD9BCADIB2,HH Shopper,https://www.amazon.com/gp/profile/amzn1.account.AEJCE2KUAWHE4N24AOSII56F5WQQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Great Fan!,5,5.0 out of 5 stars,"This is actually my second purchase of the same fan. My AC crapped out several weeks ago... of course, in the heat of the summer! This second fan is helping until I get my new AC. They are both awesome because they don't take up a lot of room, and I can kinda fit them into my decor.",https://www.amazon.com/gp/customer-reviews/R1U1SD9BCADIB2/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000MFAOPY,15-Aug-24,,Verified Purchase,,,,,2025-05-29T13:50:44.142Z,1,35,0,Great Fan!,"This is actually my second purchase of the same fan. My AC crapped out several weeks ago... of course, in the heat of the summer! This second fan is helping until I get my new AC. They are both awesome because they don't take up a lot of room, and I can kinda fit them into my decor.",0.9081,0.7712
R3BZTLGVFXY4ZF,Gail Clanton,https://www.amazon.com/gp/profile/amzn1.account.AHOILKBO4LIZSMY2PKLUOSV6T5TA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Great little fan highly recommend it,5,5.0 out of 5 stars,This is great for across the room or in your bedroom to keep you cooler at night and also great for white noise.,https://www.amazon.com/gp/customer-reviews/R3BZTLGVFXY4ZF/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000MFAOPY,12-Aug-24,,Verified Purchase,,,,,2025-05-29T13:50:44.143Z,1,35,0,Great little fan highly recommend it,This is great for across the room or in your bedroom to keep you cooler at night and also great for white noise.,0.8481,0.8242
RKPMWNAP7IYPS,Phillip Cranmer,https://www.amazon.com/gp/profile/amzn1.account.AH3MJOFKUKMB54K4GXM2HUX7QZEA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Good desk fan,4,4.0 out of 5 stars,This desk fan works good. It keeps me cool when I'm gaming. The only bad side is that it makes noise when running.,https://www.amazon.com/gp/customer-reviews/RKPMWNAP7IYPS/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000MFAOPY,9-Aug-24,,Verified Purchase,,,,,2025-05-29T13:50:44.143Z,1,35,0,Good desk fan,This desk fan works good. It keeps me cool when I'm gaming. The only bad side is that it makes noise when running.,0.4588,0.6369
R2CTW7D3NIPWOM,TP,https://www.amazon.com/gp/profile/amzn1.account.AE2PT53FKIF6HGSQRM33PNVNCYDQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Nice,5,5.0 out of 5 stars,"Perfect for multiple areas of use. Perfect size for bedside, chair side and if outdoor outlet...be good for a little breeze on deck. Sleek.",https://www.amazon.com/gp/customer-reviews/R2CTW7D3NIPWOM/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000MFAOPY,3-Aug-24,,Verified Purchase,,,,,2025-05-29T13:50:44.144Z,1,35,0,Nice,"Perfect for multiple areas of use. Perfect size for bedside, chair side and if outdoor outlet...be good for a little breeze on deck. Sleek.",0.8834,0.4215
RPM3AKRCNW7C2,Sheri Bord,https://www.amazon.com/gp/profile/amzn1.account.AE7G62VQQPADE4UCBL2VXE5LZN2A/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Love it!,5,5.0 out of 5 stars,"Put it on a table about 6 ft away from my bed. I was surprised at the strong breeze, definitely lowered the temp in my room.",https://www.amazon.com/gp/customer-reviews/RPM3AKRCNW7C2/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000MFAOPY,30-Jul-24,,Verified Purchase,,,,,2025-05-29T13:50:44.145Z,1,35,0,Love it!,"Put it on a table about 6 ft away from my bed. I was surprised at the strong breeze, definitely lowered the temp in my room.",0.7506,0.6696
RDVAAR8TUII7A,Skyewrytr,https://www.amazon.com/gp/profile/amzn1.account.AGKGRJKGSXLA6TKK4QHJTWP6DDJA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,The best countertop fan,5,5.0 out of 5 stars,"quiet, feature rich, excellent quality",https://www.amazon.com/gp/customer-reviews/RDVAAR8TUII7A/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000MFAOPY,29-Jul-24,,Verified Purchase,,,,,2025-05-29T13:50:44.145Z,1,35,0,The best countertop fan,"quiet, feature rich, excellent quality",0.8074,0.7579
R258OGO1ZBYMJJ,Lisa,https://www.amazon.com/gp/profile/amzn1.account.AHB53LXGVQF674UWWEIC5MELRLAQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,For a small room or bedside table,5,5.0 out of 5 stars,Have it on my bathroom countertop.,https://www.amazon.com/gp/customer-reviews/R258OGO1ZBYMJJ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000MFAOPY,28-Jul-24,,Verified Purchase,,,,,2025-05-29T13:50:44.146Z,1,35,0,For a small room or bedside table,Have it on my bathroom countertop.,0,0
R192DOSJO1K6FD,Margarita Kalish,https://www.amazon.com/gp/profile/amzn1.account.AHGWL4JDJ4IKVI3OJ57TW5BO7U7A/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Lasko Air Stik,1,1.0 out of 5 stars,This fan was not working. It turns on and rotates but no air blows. How can you sell fans without checking their operability?,https://www.amazon.com/gp/customer-reviews/R192DOSJO1K6FD/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000MFAOPY,27-Jul-24,,Verified Purchase,,,,,2025-05-29T13:50:44.147Z,1,35,0,Lasko Air Stik,This fan was not working. It turns on and rotates but no air blows. How can you sell fans without checking their operability?,-0.2846,0
R28VNH1U7HXFK,Kim,https://www.amazon.com/gp/profile/amzn1.account.AFN6XS73IBIOGF4QS76NR4ADU5QQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Very noisy,1,1.0 out of 5 stars,This is very noisy even when not oscillating!  I bought it for my office and cannot use it.,https://www.amazon.com/gp/customer-reviews/R28VNH1U7HXFK/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000MFAOPY,15-Jul-24,,Verified Purchase,,,,,2025-05-29T13:50:52.151Z,1,35,0,Very noisy,This is very noisy even when not oscillating!  I bought it for my office and cannot use it.,-0.3149,-0.2484
R1O9RKMLI7PR0G,Chelsea Jones,https://www.amazon.com/gp/profile/amzn1.account.AHY6OVUW27DCTZUU2UXGSZXE7IPA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,I've bought two,5,5.0 out of 5 stars,"Literally buying a second one. Works great. Especially in this heat. Cools you down,  cools the room down. Super small too so it's not an eye sore like a box fan",https://www.amazon.com/gp/customer-reviews/R1O9RKMLI7PR0G/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000MFAOPY,8-Jul-24,,Verified Purchase,2 people found this helpful,,,,2025-05-29T13:50:52.152Z,1,35,0,I've bought two,"Literally buying a second one. Works great. Especially in this heat. Cools you down,  cools the room down. Super small too so it's not an eye sore like a box fan",0.9314,0
